"","J12_GZP5_plus","J2_WT2_minus","J28_WT_minus_B","J29_WT_plus_A","J3_WT3_minus","J31_GZP_plus_A","J32_GZP_plus_B","J4_GZP1_minus","J5_GZP2_minus","J6_GZP3_minus","J8_WT4_plus","J9_WT5_plus"
"1617.00_02597",125,76,42,99,66,67,59,101,66,86,127,142
"1617.00_02598",130,92,72,107,113,111,95,132,98,111,153,160
"1617.00_02599",4682,2925,1480,2203,2772,1911,1678,3866,2238,3178,4908,5177
"1617.00_02600",10737,7169,7950,11336,11574,11023,7729,14773,9009,11584,11667,9680
"1617.00_02601",3504,1782,1497,1870,2699,1989,1970,3506,1892,2654,3298,3392
"1617.00_02602",1245,599,343,491,632,448,415,858,555,735,1251,1394
"1617.00_02603",1209,351,352,536,631,492,451,905,529,737,1115,1299
"1617.00_02604",1094,447,493,606,738,650,505,1056,633,815,1096,1149
"1617.00_02605",1583,961,1111,1425,1502,1355,1165,2405,1177,1888,2341,2158
"1617.00_02606",6635,3711,3695,4637,5922,4880,3850,8300,4814,6799,7041,6796
"1617.00_02607",910,644,441,772,760,534,409,830,558,763,948,936
"1617.00_02608",451,331,161,224,335,252,231,489,279,389,343,415
"1617.00_02609",2420,1051,712,1062,1263,994,904,1744,1045,1603,2596,2890
"1617.00_02610",69,29,16,35,27,21,24,45,21,35,53,62
"1617.00_02611",66,25,21,24,26,22,14,36,23,33,74,67
"1617.00_02612",920,946,678,1077,904,847,648,1202,715,907,1495,1450
"1617.00_02613",915,489,331,604,514,453,390,793,477,579,1440,1488
"1617.00_02614",106,54,39,65,52,58,53,72,49,65,146,195
"1617.00_02615",158,77,53,99,99,92,85,138,67,82,187,218
"1617.00_02616",117,37,48,72,66,79,53,80,65,68,157,159
"1617.00_02617",285,134,97,164,126,136,109,173,90,122,366,383
"1617.00_02618",84,32,42,48,58,60,85,76,42,45,133,155
"1617.00_02619",681,355,208,350,289,307,277,398,222,279,841,867
"1617.00_02620",271,119,100,136,140,99,90,173,116,126,400,456
"1617.00_02621",183,104,70,88,81,88,62,97,88,97,272,245
"1617.00_02622",255,207,129,150,175,126,106,199,128,125,322,379
"1617.00_02623",162,57,52,88,105,51,44,121,69,89,227,240
"1617.00_02624",233,332,242,381,396,288,253,475,275,318,390,442
"1617.00_02625",550,1149,493,883,743,646,470,866,537,665,849,884
"1617.00_02626",93,29,42,59,60,69,56,96,65,81,131,107
"1617.00_02627",72,37,54,45,61,41,46,62,44,65,67,84
"1617.00_02628",68,49,31,41,63,41,28,59,27,52,73,70
"1617.00_02629",114,123,59,74,93,84,49,102,75,80,108,133
"1617.00_02630",115,50,94,138,149,108,101,219,120,146,161,160
"1617.00_02631",1664,1316,846,1304,1340,1301,840,1672,971,1415,1816,1786
"1617.00_02632",801,723,311,441,554,505,335,698,486,636,608,653
"1617.00_02633",328,144,125,105,233,143,106,289,184,242,197,206
"1617.00_02634",145,129,116,168,154,180,118,228,134,149,149,129
"1617.00_02635",3455,8616,3376,3302,5399,4357,2695,5592,3794,5053,2864,2636
"1617.00_02636",246,137,82,126,156,96,93,206,121,183,260,301
"1617.00_02637",7,3,1,1,2,2,3,2,3,2,7,6
"1617.00_02638",48,28,14,17,26,17,14,39,21,27,30,38
"1617.00_02639",401,413,161,196,238,212,150,371,242,282,247,213
"1617.00_02640",571,462,301,468,483,482,308,773,504,629,588,536
"1617.00_02641",112,58,38,56,76,67,45,104,65,85,179,177
"1617.00_02642",53,14,22,41,35,31,18,40,28,32,52,71
"1617.00_02643",790,684,444,641,617,569,384,713,461,619,688,677
"1617.00_02644",8,2,3,9,4,1,2,5,7,3,8,21
"1617.00_02645",564,169,242,395,364,326,311,482,283,424,683,767
"1617.00_02646",1086,820,419,632,696,608,380,891,522,800,965,1055
"1617.00_02647",178,151,92,118,158,158,107,226,159,209,129,132
"1617.00_02648",366,108,115,144,188,210,141,252,139,213,235,278
"1617.00_02649",469,141,117,132,168,250,215,245,127,202,168,187
"1617.00_02650",1240,438,292,182,341,658,443,399,227,382,150,164
"1617.00_02651",2324,734,576,172,656,1195,1010,804,431,786,185,194
"1617.00_02652",106135,35545,40378,12357,49705,69774,60602,47602,24506,45232,11833,11612
"1617.00_02653",136853,78955,40567,12313,46452,75597,63609,46106,26129,43894,11504,11833
"1617.00_02654",8896,7979,6404,2912,7087,10970,8476,6173,3853,6742,1877,1745
"1617.00_02655",3538,4352,2009,687,2213,3012,2433,1928,1225,2065,507,510
"1617.00_02656",2381,1683,996,403,1200,1584,1293,1126,661,1231,314,263
"1617.00_02657",2494,1188,961,444,1257,1571,1406,1167,645,1354,408,352
"1617.00_02658",153,64,57,102,122,86,99,137,83,130,169,209
"1617.00_02659",322,131,106,166,176,140,149,242,143,197,277,298
"1617.00_02660",514,289,214,347,374,300,204,458,257,429,507,489
"1617.00_02661",141,73,55,80,86,63,57,106,70,92,120,188
"1617.00_02663",1,0,0,2,1,3,2,8,1,0,3,1
"1617.00_02664",137,169,69,72,114,88,62,131,98,122,85,94
"1617.00_02665",33,44,35,35,53,36,18,50,42,43,23,40
"1617.00_02666",28,57,18,22,33,31,13,32,21,37,31,17
"1617.00_02667",16,29,9,12,17,22,8,30,12,16,19,13
"1617.00_02668",17,72,34,41,39,36,25,59,42,42,34,35
"1617.00_02669",571,359,300,735,594,300,232,660,374,568,1163,1276
"1617.00_02670",492,440,289,685,536,334,197,620,381,488,876,844
"1617.00_02671",428,184,131,219,266,169,122,331,218,316,560,688
"1617.00_02672",867,582,323,541,632,375,251,873,470,733,1110,1142
"1617.00_02673",419,251,182,444,377,225,156,493,280,375,569,612
"1617.00_02674",742,485,402,705,478,613,513,679,451,600,648,582
"1617.00_02675",4,3,4,5,6,2,2,8,4,2,3,4
"1617.00_02676",1569,493,583,1062,876,854,803,1377,724,996,2021,2147
"1617.00_02677",78,66,41,89,78,82,63,87,58,70,95,67
"1617.00_02681",1,2,3,5,4,1,2,4,2,4,6,2
"1617.00_02684",16,25,12,26,32,22,11,21,15,20,21,19
"1617.00_02685",3296,5742,3506,25720,4994,5432,3793,5196,3111,4072,20183,16953
"1617.00_02686",2438,1394,1397,1432,2415,1606,1378,2666,1566,2210,1985,2029
"1617.00_02687",2809,3154,3405,2395,5013,4047,2658,5184,3203,4542,2356,2134
"1617.00_02688",1260,1079,584,695,928,798,553,1159,626,935,1049,1063
"1617.00_02689",74,84,78,96,83,84,69,114,88,123,99,90
"1617.00_02690",819,420,391,897,636,511,333,827,538,698,1224,1303
"1617.00_02691",102,18,44,70,89,62,54,106,53,79,163,180
"1617.00_02692",14,7,7,4,13,14,7,21,9,10,11,16
"1617.00_02693",16,10,12,14,11,14,11,18,12,22,16,25
"1617.00_02694",3,4,4,2,6,2,3,7,0,5,2,2
"1617.00_02695",93,54,30,32,65,59,41,87,46,60,61,57
"1617.00_02696",100,53,60,40,59,85,77,119,49,79,82,96
"1617.00_02697",35,18,23,46,38,34,29,39,30,31,35,35
"1617.00_02698",29,24,16,16,29,22,22,35,14,26,33,30
"1617.00_02699",29,27,22,50,21,33,22,23,13,28,81,82
"1617.00_02700",74,115,92,103,94,100,66,108,89,85,67,50
"1617.00_02701",1328,958,326,548,619,630,497,869,743,1102,804,964
"1617.00_02702",138,112,89,181,164,115,66,139,110,154,198,242
"1617.00_02703",135,97,95,160,166,110,81,156,105,152,217,197
"1617.00_02704",225,149,182,332,253,166,93,315,178,254,363,387
"1617.00_02705",226,88,98,193,118,187,127,167,103,127,173,190
"1617.00_02706",58,34,40,67,79,79,56,74,49,48,67,67
"1617.00_02707",78,52,58,64,73,75,57,96,55,53,100,118
"1617.00_02708",100,65,52,95,76,98,52,85,40,81,131,152
"1617.00_02709",333,89,105,259,156,192,148,183,142,173,346,372
"1617.00_02710",415,157,215,449,319,339,242,342,257,298,481,541
"1617.00_02711",45,44,76,82,69,109,62,98,66,48,70,70
"1617.00_02712",1959,1711,963,1613,1592,1568,1223,2098,1186,1853,2047,1952
"1617.00_02713",289,232,196,263,294,297,180,368,253,280,220,250
"1617.00_02714",213,178,155,306,284,259,148,279,182,234,290,243
"1617.00_02715",424,236,257,321,372,444,290,487,238,381,524,442
"1617.00_02716",999,666,566,878,938,733,483,1069,616,852,1314,1415
"1617.00_02717",313,199,153,244,243,205,151,313,208,250,431,463
"1617.00_02718",396,208,139,186,221,252,195,293,144,260,238,202
"1617.00_02719",321,320,286,386,396,415,310,501,277,361,293,297
"1617.00_02720",316,159,137,229,251,207,129,335,147,234,359,317
"1617.00_02721",110,63,42,97,75,61,40,119,66,96,109,117
"1617.00_02722",242,87,81,146,126,110,106,195,108,173,246,269
"1617.00_02723",219,258,155,241,243,240,170,287,211,287,259,242
"1617.00_02724",515,509,323,740,491,427,340,558,353,482,838,756
"1617.00_02725",29964,13909,8993,16785,15960,12402,9558,22729,12657,19409,35262,35268
"1617.00_02726",398,478,355,401,517,493,303,554,394,518,275,243
"1617.00_02727",1238,501,476,602,740,695,417,1032,606,817,1072,1156
"1617.00_02728",1659,899,731,1045,1225,1007,839,1787,1059,1315,1647,1591
"1617.00_02729",44806,100838,54708,138232,72969,69122,46649,76463,47064,57327,86070,77739
"1617.00_02730",275,185,164,279,295,210,188,335,238,292,301,330
"1617.00_02731",707,510,349,544,579,464,361,693,451,571,707,666
"1617.00_02732",302,132,144,209,208,169,127,261,141,215,294,301
"1617.00_02733",541,228,193,340,350,259,226,426,248,377,604,600
"1617.00_02734",353,118,111,205,172,167,157,270,166,211,404,406
"1617.00_02735",277,138,91,158,182,128,97,247,137,190,286,260
"1617.00_02736",350,358,170,196,327,215,179,383,230,350,252,237
"1617.00_02737",463,217,176,191,353,229,219,475,281,439,264,272
"1617.00_02738",20,12,13,19,15,16,9,18,16,19,23,26
"1617.00_02739",13,14,7,14,15,14,13,11,10,14,4,15
"1617.00_02740",12,4,5,4,11,6,4,14,3,10,12,4
"1617.00_02741",32,7,11,14,13,13,7,15,13,18,21,19
"1617.00_02742",65,45,41,34,56,62,41,48,42,46,32,28
"1617.00_02743",2,8,3,0,4,7,2,7,3,6,1,5
"1617.00_02744",21,36,27,36,36,39,23,38,32,42,28,17
"1617.00_02745",2,2,0,1,2,3,1,6,2,2,4,1
"1617.00_02746",1,1,3,3,3,2,3,0,4,1,5,2
"1617.00_02747",1,0,1,2,3,0,2,3,2,3,2,9
"1617.00_02748",1,0,2,3,2,5,2,4,3,1,1,3
"1617.00_02749",45,27,33,47,42,56,28,58,28,30,42,31
"1617.00_02750",1862,860,645,1167,1296,950,731,1738,972,1343,2194,2224
"1617.00_02751",1058,369,409,684,632,633,397,924,509,762,1066,1114
"1617.00_02752",1612,696,475,877,867,663,537,1275,732,1044,1745,1736
"1617.00_02753",36,17,19,33,26,22,18,36,16,34,36,44
"1617.00_02754",51,55,27,34,48,47,27,59,21,44,36,40
"1617.00_02755",1149,316,228,404,339,397,336,499,319,512,637,647
"1617.00_02756",892,192,210,319,276,283,276,426,209,363,552,603
"1617.00_02757",299,57,93,147,103,104,91,158,88,126,203,237
"1617.00_02758",25,20,7,11,14,19,8,14,14,24,9,20
"1617.00_02759",391,136,116,120,155,168,123,263,174,198,213,284
"1617.00_02760",351,124,108,162,178,192,142,291,117,214,297,308
"1617.00_02761",203,139,90,173,165,138,107,239,124,180,247,232
"1617.00_02762",60,25,33,31,62,43,32,66,54,43,76,84
"1617.00_02763",7,4,5,6,2,3,4,6,2,6,7,11
"1617.00_02765",1,0,2,1,3,0,0,2,1,1,4,2
"1617.00_02768",1,1,0,0,3,0,1,5,1,1,3,1
"1617.00_02769",35,24,14,19,27,40,21,45,32,22,14,35
"1617.00_02770",145,115,76,79,115,92,54,145,74,119,146,160
"1617.00_02771",135,96,50,87,115,88,61,145,89,97,106,74
"1617.00_02772",53,17,23,33,36,34,20,62,27,33,69,84
"1617.00_02773",3135,1922,1152,2382,2074,1557,1155,2849,1670,2408,3602,3532
"1617.00_02774",3,1,3,1,3,0,1,4,1,2,3,2
"1617.00_02775",1,4,0,1,3,1,2,2,0,2,4,2
"1617.00_02777",54,31,33,38,46,45,27,59,35,55,46,48
"1617.00_02778",109,219,93,221,123,161,97,158,107,95,126,119
"1617.00_02779",128,45,60,86,87,88,81,144,68,75,161,122
"1617.00_02780",218,94,93,148,116,118,95,165,89,132,321,351
"1617.00_02781",2090,1477,874,1310,1309,1167,898,1877,1050,1419,2939,3049
"1617.00_02782",328,168,160,173,191,171,183,252,148,184,475,546
"1617.00_02783",2127,825,548,731,687,778,675,1099,598,816,3099,3057
"1617.00_02784",443,179,268,231,342,362,270,450,236,327,508,627
"1617.00_02785",61,60,37,35,48,57,47,62,41,63,30,43
"1617.00_02786",125,57,53,76,74,63,33,130,56,77,167,168
"1617.00_02787",171,144,142,227,193,203,133,258,156,233,242,219
"1617.00_02788",622,197,230,319,367,298,242,536,268,383,586,720
"1617.00_02789",96,64,66,107,124,81,70,156,72,136,109,110
"1617.00_02790",511,159,151,238,276,194,160,353,231,285,437,434
"1617.00_02791",56,14,15,18,18,25,23,40,23,43,58,47
"1617.00_02792",5865,8362,6867,17390,10017,9126,5945,10303,6935,8155,9641,8475
"1617.00_02793",134,88,61,84,116,73,61,155,79,109,126,138
"1617.00_02794",16,27,13,19,13,18,12,19,6,16,10,8
"1617.00_02795",304,166,92,160,193,151,106,230,155,235,254,286
"1617.00_02796",50,16,24,56,39,46,22,47,41,45,55,49
"1617.00_02797",557,361,276,435,460,316,231,622,309,439,612,620
"1617.00_02798",323,90,90,151,179,151,122,254,155,207,365,397
"1617.00_02799",127,31,39,57,74,73,68,121,67,67,148,179
"1617.00_02800",296,121,114,137,145,122,107,207,121,190,343,346
"1617.00_02801",25,43,15,25,20,24,15,38,18,24,20,18
"1617.00_02802",538,378,246,336,387,329,240,490,287,352,467,401
"1617.00_02803",597,554,254,449,445,313,211,573,312,445,634,634
"1617.00_02804",360,205,213,270,333,261,185,411,240,347,400,388
"1617.00_02805",380,159,130,304,214,201,171,313,157,268,617,626
"1617.00_02806",525,252,332,508,483,398,319,577,375,460,569,555
"1617.00_02807",20,2,4,25,12,6,5,24,13,14,26,40
"1617.00_02808",581,720,524,712,757,547,391,1014,635,787,691,607
"1617.00_02809",73,26,22,94,39,113,87,55,23,28,97,102
"1617.00_02810",44,47,27,37,49,30,11,56,27,49,60,61
"1617.00_02811",142,32,53,28,75,80,54,94,82,98,45,42
"1617.00_02812",174,52,75,100,121,104,98,163,98,149,181,175
"1617.00_02813",195,226,101,128,138,182,120,169,140,209,84,86
"1617.00_02814",1252,242,336,658,431,630,603,696,425,663,712,829
"1617.00_02815",298,67,83,158,91,166,126,194,81,166,225,185
"1617.00_02816",1446,559,502,907,766,945,777,1170,666,847,1137,1247
"1617.00_02817",312,560,380,143,476,276,176,530,341,494,222,258
"1617.00_02818",46,85,38,22,68,53,26,87,38,57,23,37
"1617.00_02819",13,12,23,5,30,11,10,26,19,12,7,14
"1617.00_02820",31,32,54,8,63,27,14,58,29,30,19,18
"1617.00_02821",27,18,37,28,47,21,23,54,38,25,30,28
"1617.00_02822",13,14,16,8,29,14,8,21,17,16,14,17
"1617.00_02823",23,42,31,15,38,26,15,54,32,30,26,31
"1617.00_02824",179,51,57,104,86,87,88,148,80,91,234,264
"1617.00_02825",326,264,158,205,254,264,161,325,221,242,279,245
"1617.00_02826",105,71,53,42,97,75,63,95,57,96,66,84
"1617.00_02827",24,15,11,8,35,25,11,23,13,20,15,16
"1617.00_02828",3,2,1,2,1,1,1,4,1,1,5,2
"1617.00_02829",1,6,6,0,3,5,1,4,0,3,12,8
"1617.00_02830",2,1,1,0,3,1,1,0,2,2,0,2
"1617.00_02832",7,10,9,6,11,9,7,14,11,7,8,8
"1617.00_02833",7,7,4,5,5,7,3,6,9,7,10,17
"1617.00_02834",17,16,15,10,14,19,9,22,6,20,17,22
"1617.00_02835",10,5,4,3,7,10,6,4,6,8,10,10
"1617.00_02836",23,11,8,17,14,6,7,16,8,18,19,26
"1617.00_02837",68,30,14,29,38,32,18,42,24,34,53,53
"1617.00_02838",315,183,128,193,199,206,115,313,189,245,273,243
"1617.00_02839",29,31,27,28,42,22,27,39,33,27,30,34
"1617.00_02840",21,12,11,19,14,15,10,16,9,9,23,24
"1617.00_02841",16,6,13,27,13,20,13,27,13,19,18,29
"1617.00_02842",31,9,24,42,50,38,36,57,22,35,41,51
"1617.00_02843",5,1,10,6,5,7,4,13,0,7,5,7
"1617.00_02844",2,0,1,1,0,2,2,4,1,0,1,0
"1617.00_02846",0,1,0,3,0,2,0,3,0,0,1,1
"1617.00_02847",2,0,6,2,2,5,0,6,3,7,4,3
"1617.00_02853",1,1,3,0,0,3,5,6,1,2,5,0
"1617.00_02854",1,0,1,4,0,2,0,1,1,1,2,7
"1617.00_02855",410,356,221,620,372,274,186,460,275,390,803,878
"1617.00_02856",536,496,626,924,816,879,573,921,648,758,795,669
"1617.00_02857",398,455,290,467,364,398,275,490,314,385,530,486
"1617.00_02858",98,32,46,52,68,64,57,99,55,53,139,171
"1617.00_02859",1764,800,500,1423,916,947,634,1426,790,1168,2344,2348
"1617.00_02860",8,2,3,13,6,8,7,8,4,14,19,21
"1617.00_02861",84,33,53,59,56,42,34,78,34,62,87,88
"1617.00_02862",100,52,40,54,69,90,42,107,55,87,88,87
"1617.00_02863",118,79,105,67,137,127,103,162,98,112,57,57
"1617.00_02864",13,6,26,41,26,19,12,32,17,19,46,49
"1617.00_02865",106,514,213,244,315,164,133,268,206,212,182,119
"1617.00_02866",23,9,12,24,20,30,12,20,15,12,46,40
"1617.00_02867",88,132,77,77,102,103,47,141,90,108,67,43
"1617.00_02868",185,99,76,130,104,103,76,149,72,92,187,212
"1617.00_02869",248,214,132,221,237,226,144,293,202,239,233,214
"1617.00_02870",21,13,14,21,10,19,17,30,17,15,27,26
"1617.00_02871",31,41,25,11,43,11,9,24,10,15,18,26
"1617.00_02872",15,48,22,22,45,15,9,27,3,19,16,15
"1617.00_02873",99,84,61,62,124,81,61,156,76,131,120,100
"1617.00_02874",228,325,254,216,358,219,137,419,252,327,267,246
"1617.00_02875",1291,1148,622,1131,981,1307,916,1285,827,1161,1018,1049
"1617.00_02876",1624,1324,756,1111,1168,1323,1007,1539,1064,1396,1166,1015
"1617.00_02877",166,254,118,236,122,236,185,191,113,171,143,110
"1617.00_02878",66,38,47,89,52,85,61,73,57,63,41,37
"1617.00_02879",932,709,407,742,707,571,422,944,509,795,1148,1131
"1617.00_02880",33,18,24,39,31,31,27,39,19,36,39,27
"1617.00_02881",36,37,36,49,39,36,40,45,35,54,43,50
"1617.00_02882",4,5,6,6,12,4,1,10,3,7,6,9
"1617.00_02883",456,869,334,614,578,508,346,650,425,631,455,458
"1617.00_02885",1232,875,618,1240,1048,968,673,1451,851,1142,1553,1499
"1617.00_02886",217,72,70,91,92,101,83,152,80,130,203,239
"1617.00_02887",116,89,38,61,70,49,36,84,63,76,101,123
"1617.00_02888",657,987,643,441,1074,471,341,1033,505,913,782,836
"1617.00_02889",8063,27886,13834,9605,22914,6364,4833,22430,12795,17886,12207,11361
"1617.00_02890",143,63,85,200,138,108,56,187,92,144,279,300
"1617.00_02891",88,33,46,88,64,54,37,104,43,68,91,88
"1617.00_02892",1239,1450,714,1182,1089,810,606,1541,815,1173,1923,1701
"1617.00_02893",6747,5059,3034,5337,5526,3481,2764,7345,4001,5641,9254,9324
"1617.00_02894",223,151,116,137,231,152,124,272,149,215,254,278
"1617.00_02895",278,342,255,264,430,344,232,445,316,402,224,194
"1617.00_02896",371,161,113,187,171,174,112,257,157,229,281,355
"1617.00_02897",2183,2301,1891,2794,2919,2165,1684,3646,2207,3009,2765,2280
"1617.00_02898",42,38,45,34,43,36,29,44,29,50,61,56
"1617.00_02899",6961,15178,9437,24774,11918,16755,10625,15542,8011,11440,13045,11339
"1617.00_02900",174,39,62,103,95,85,84,137,105,148,154,140
"1617.00_02901",430,247,198,298,307,292,215,445,285,372,414,427
"1617.00_02902",87,43,54,80,72,58,30,77,46,82,108,105
"1617.00_02903",30,96,137,60,228,50,36,156,72,103,56,84
"1617.00_02904",45,126,91,30,136,35,21,109,52,93,83,60
"1617.00_02905",51,222,132,47,209,40,17,155,81,127,150,130
"1617.00_02906",141,331,326,106,485,74,80,329,173,249,255,320
"1617.00_02907",177,73,91,134,148,121,74,204,129,166,192,193
"1617.00_02908",80,93,70,79,111,89,83,120,67,98,81,105
"1617.00_02909",30,21,24,28,27,33,23,28,23,26,20,30
"1617.00_02910",191,86,90,125,148,121,109,181,110,154,220,217
"1617.00_02911",319,166,92,164,149,161,106,227,153,217,344,386
"1617.00_02912",276,137,161,215,197,197,161,324,161,194,324,322
"1617.00_02913",135,132,91,103,125,113,77,181,108,130,137,161
"1617.00_02917",160,101,105,196,137,148,125,187,119,170,214,225
"1617.00_02918",125,53,81,164,133,130,106,218,97,138,169,221
"1617.00_02919",98,52,42,75,77,70,49,90,46,88,100,115
"1617.00_02920",354,194,209,341,326,344,239,474,293,312,367,457
"1617.00_02921",294,105,135,233,253,237,200,373,181,245,360,404
"1617.00_02922",2978,2324,1594,2785,2560,2133,1526,3147,1991,2423,3343,3200
"1617.00_02923",2330,1737,1596,2209,2427,2101,1492,3054,1973,2539,2585,2360
"1617.00_02924",1641,824,642,1151,1108,995,719,1488,886,1174,1692,1794
"1617.00_02925",1483,443,354,635,601,627,565,920,525,752,1394,1715
"1617.00_02926",1317,559,363,637,614,560,485,868,493,792,1320,1485
"1617.00_02927",42,25,11,18,44,19,23,54,29,35,50,46
"1617.00_02928",3026,1069,728,839,1443,1151,900,2066,1100,1572,2406,2437
"1617.00_02929",643,589,586,561,823,759,514,1017,602,832,541,492
"1617.00_02930",877,372,320,386,539,433,353,698,413,534,718,850
"1617.00_02931",306,154,164,192,244,199,179,363,199,303,303,354
"1617.00_02932",22,13,5,5,10,8,6,20,12,9,10,9
"1617.00_02933",19,14,7,5,9,6,8,9,7,14,8,11
"1617.00_02934",8,20,7,18,17,12,11,12,18,17,18,16
"1617.00_02935",6,3,1,3,9,2,1,8,2,1,2,2
"1617.00_02936",8,5,3,14,11,2,8,19,6,9,5,8
"1617.00_02937",9,3,4,11,17,7,7,12,11,9,9,14
"1617.00_02938",448,321,382,638,607,458,308,674,387,554,656,704
"1617.00_02939",260,165,140,102,251,209,157,257,172,212,140,108
"1617.00_02940",1592,1604,1599,880,2079,2106,1525,2491,1412,1831,774,633
"1617.00_02941",39,14,25,35,42,26,24,50,21,35,31,31
"1617.00_02942",84,57,57,56,75,73,36,95,57,90,88,74
"1617.00_02943",85,52,72,86,110,96,61,118,85,111,81,61
"1617.00_02944",16,11,5,9,18,18,14,15,10,9,14,15
"1617.00_02945",2,5,1,2,3,2,1,3,2,6,5,7
"1617.00_02946",6,1,0,4,1,3,0,4,2,1,3,2
"1617.00_02947",16,7,11,11,12,10,10,13,7,12,17,15
"1617.00_02948",4,6,7,3,8,8,9,9,9,9,12,13
"1617.00_02949",11,4,6,5,1,7,8,10,5,8,11,11
"1617.00_02950",132,301,159,382,194,181,102,185,125,198,336,340
"1617.00_02951",3653,2371,1401,1690,2557,1621,1505,3729,1971,2957,4403,4949
"1617.00_02952",3348,1573,1075,1327,1961,1285,1070,2786,1717,2368,3490,3542
"1617.00_02953",1936,991,803,1095,1415,993,865,2169,1081,1740,2580,2385
"1617.00_02954",2971,1820,1285,1589,2331,1481,1419,3270,1667,2699,3759,3825
"1617.00_02955",7,22,17,19,18,12,6,15,13,13,9,5
"1617.00_02956",5,3,3,3,4,5,4,4,8,10,3,5
"1617.00_02957",205,175,142,177,212,176,156,277,176,215,208,233
"1617.00_02958",447,191,190,533,240,236,257,408,208,294,948,1012
"1617.00_02959",143,57,47,101,75,64,66,70,51,62,213,253
"1617.00_02960",196,68,69,161,114,107,90,168,89,129,355,414
"1617.00_02961",54,17,17,24,23,26,27,49,28,41,76,82
"1617.00_02962",369,114,118,186,197,225,153,281,139,233,327,354
"1617.00_02963",425,152,137,229,210,187,189,266,162,231,391,490
"1617.00_02964",1156,829,505,850,922,695,479,1201,656,926,1374,1184
"1617.00_02965",504,273,210,327,341,241,193,453,254,364,543,621
"1617.00_02966",1189,719,594,848,860,738,535,1186,771,883,1227,1189
"1617.00_02967",632,330,177,274,371,243,223,493,275,420,604,685
"1617.00_02968",179,66,80,102,137,110,82,219,91,134,186,192
"1617.00_02969",180,63,36,72,89,79,46,129,69,105,157,186
"1617.00_02970",47,90,42,68,68,59,29,77,42,64,50,40
"1617.00_02971",1128,630,361,602,639,536,453,895,519,746,1266,1259
"1617.00_02972",1182,668,489,697,676,636,563,989,571,777,1396,1390
"1617.00_02973",833,562,309,552,534,395,240,767,422,578,1081,1072
"1617.00_02974",379,107,96,166,186,141,102,269,137,187,382,448
"1617.00_02975",301,143,124,182,168,177,146,243,169,247,301,313
"1617.00_02976",2425,4501,2067,2968,2689,3054,1802,2954,2195,2952,1760,1956
"1617.00_02977",1644,3410,1476,2189,1890,2402,1387,2207,1613,2219,1291,1466
"1617.00_02978",2065,3246,1703,2166,2358,2730,1784,2698,1972,2755,1537,1599
"1617.00_02979",1802,2851,1478,2075,2108,2231,1482,2335,1683,2205,1379,1408
"1617.00_02980",2484,5176,2150,2854,2763,3034,1964,3233,2493,3108,1983,2089
"1617.00_02981",1860,2419,1323,1795,2006,1863,1293,2239,1559,2188,1420,1531
"1617.00_02982",880,783,440,585,696,563,439,922,509,835,769,732
"1617.00_02983",926,429,224,309,457,301,228,524,337,487,784,736
"1617.00_02984",1252,1427,714,1064,1245,920,681,1417,872,1262,1289,1267
"1617.00_02985",478,203,217,364,319,280,249,487,326,408,510,605
"1617.00_02986",122,46,43,87,103,71,53,117,72,76,156,166
"1617.00_02987",54,20,22,45,33,31,19,52,22,40,79,71
"1617.00_02988",2596,2519,1755,2203,2353,2356,1814,3402,2304,2681,2458,2049
"1617.00_02989",4988,2894,4782,5016,6459,5918,5002,8956,5380,7851,6199,5830
"1617.00_02990",266,180,239,253,293,318,225,391,238,351,346,294
"1617.00_02991",290,170,76,117,151,111,94,190,128,150,271,285
"1617.00_02992",182,107,70,113,143,109,99,179,117,154,235,222
"1617.00_02993",118,51,50,70,88,56,50,122,82,101,173,169
"1617.00_02994",131,67,57,64,96,55,51,109,72,94,108,116
"1617.00_02995",236,127,70,121,179,117,122,231,140,155,241,258
"1617.00_02996",736,445,309,476,533,431,396,773,413,584,746,782
"1617.00_02997",83,77,44,60,54,80,52,84,55,73,83,76
"1617.00_02998",90,36,37,141,46,58,36,103,53,75,195,232
"1617.00_02999",24,16,8,16,16,16,10,21,13,10,20,15
"1617.00_03000",1133,1299,635,894,1009,892,637,1512,831,1102,1325,1286
"1617.00_03001",757,415,255,345,471,306,251,677,375,465,606,679
"1617.00_03002",1196,355,302,380,541,395,361,814,421,659,1121,1373
"1617.00_03003",117,34,49,55,75,73,44,66,42,75,102,138
"1617.00_03004",254,101,87,118,142,135,104,188,117,144,198,252
"1617.00_03005",129,52,90,116,125,137,102,171,100,156,142,134
"1617.00_03006",363,82,101,14,212,190,136,352,203,274,24,24
"1617.00_03007",212,160,200,261,250,277,185,297,187,213,300,359
"1617.00_03008",17,6,5,5,10,9,5,14,5,12,13,17
"1617.00_03009",6,6,7,6,11,5,7,10,12,5,14,12
"1617.00_03010",18,8,7,4,15,15,6,11,9,15,15,13
"1617.00_03011",1,2,6,3,1,6,3,5,10,3,2,2
"1617.00_03012",14,15,4,12,21,13,8,15,8,17,9,12
"1617.00_03013",8,26,6,9,14,10,5,10,10,14,1,3
"1617.00_03014",14,32,10,16,25,27,10,22,19,18,9,6
"1617.00_03015",90,232,132,99,164,114,88,165,119,128,45,43
"1617.00_03016",76,58,48,50,65,55,34,62,46,76,56,88
"1617.00_03017",36,35,26,20,35,18,26,41,32,25,31,21
