"","WT1-","PZGH2-","PZGH3-","PZGH2+","PZGH3+","WT2-","WT3-","WT1+","WT2+","WT3+"
"2351_04315",8.69,5.65,2.75,5.63,3.55,0.81,4.03,7.65,5.74,8.72
"2351_04316",253.03,8302.97,264.17,11788.51,241.66,214.25,9118.06,289.97,304.36,12813.16
"2351_04317",18.35,397.8,20.18,575.13,15.4,18.74,391.67,22.11,17.23,538.19
"2351_04318",2026.16,1738.12,1895.98,1662.37,1730.72,2099.35,1923.09,1883.5,1792.64,1902.2
"2351_04319",1089.38,1342.58,1439.18,1828.94,1739.01,1361.28,1550.55,1720.24,1592.6,1782.36
"2351_04320",30.9,32.77,54.12,79.91,55.68,56.21,54.37,65.48,68.91,74.08
"2351_04321",249.17,372.94,262.34,328.65,318.66,266.39,283.93,148.81,145.48,168.87
"2351_04322",443.28,457.7,350.39,372.54,354.2,405.69,358.44,221.09,199.08,229.88
"2351_04323",754.26,803.51,603.56,574.01,669.31,555.59,636.33,399.66,385.71,428.16
"2351_04324",354.43,302.87,255,221.72,265.35,228.92,208.42,138.61,147.39,141.63
"2351_04325",113.96,80.24,71.55,46.15,43.83,77.39,73.5,11.9,5.74,7.63
"2351_04326",243.37,166.13,147.68,138.44,127.94,187.37,162.1,152.21,135.91,147.08
"2351_04327",4169.18,2603.79,3096.67,2477.23,2005.55,3841.88,3132.32,5065.47,5873.68,5308.95
"2351_04328",4211.67,3150.76,3258.11,2798,2441.48,4136.78,3785.77,5477.04,6066.06,5694.61
"2351_04329",1245.83,667.9,590.72,469.33,518.86,822.79,665.53,271.26,322.54,307.23
"2351_04330",226.95,428.31,412.77,365.79,298.52,200.4,199.36,144.56,139.74,152.52
"2351_04331",485.78,1231.83,1301.59,1144.64,1112.35,601.21,557.8,426.87,410.59,417.26
"2351_04332",1511.41,2484,2124.38,1768.16,1917.88,1150.28,1016.92,599.49,471.85,445.59
"2351_04333",2054.17,2053.42,2006.05,2151.96,2484.13,2202.81,2321.8,1832.48,1631.84,1766.02
"2351_04334",21546.08,16704.25,12663.71,13705.23,14741.29,13471.83,13729.44,11891.15,9892.51,11093.99
"2351_04335",66.64,50.86,42.19,37.14,35.54,61.1,36.25,15.31,22.01,8.72
"2351_04336",2014.57,1513.23,1485.05,1553.19,1438.12,1718.91,1707.62,1527.21,1405.01,1377.08
"2351_04337",29.94,35.03,44.03,33.77,35.54,27.7,37.25,45.92,42.11,46.85
"2351_04338",1053.64,805.77,827.37,774.35,770,891.22,775.28,947.28,712.08,790.95
"2351_04339",2500.35,2147.22,2500.45,2486.23,2606.14,2330.71,1936.18,3050.17,2487.48,2621.24
"2351_04340",13321.68,8779.88,8107.67,8559.44,9043.32,9015.71,8356.88,7725.33,7570.61,7901.86
"2351_04341",643.2,501.77,670.52,604.39,539,524.63,612.17,713.43,720.69,697.26
"2351_04342",1903.51,1986.74,3276.46,3229.06,2338.42,2512.37,2484.91,4619.04,4888.83,4576.83
"2351_04343",186.39,155.96,240.32,278,201.38,273.72,170.16,377.55,385.71,355.16
"2351_04344",8726.6,10330.4,10113.72,10452.53,10633.07,9291.06,10989.8,9082.48,8588.95,8699.35
"2351_04345",18160.13,18768.98,15970.43,15797.54,18779.63,14249.01,13845.23,20581.62,20777.53,24220.91
"2351_04346",44351.5,47373.36,38043.4,32699.2,35665.07,39075.41,35168.36,31831.61,36888.28,41927.92
"2351_04347",420.11,296.09,268.76,274.62,242.85,282.68,240.64,302.72,245.02,265.83
"2351_04348",53388.11,84406.14,82155.41,94587.16,106970.34,68389.7,63703.58,59131.76,59485.25,61500.1
"2351_04349",80283.52,126898.53,118341.35,144556.06,153300.46,98055.11,115936.08,86914.05,88494.74,89341.28
"2351_04350",49300.05,84959.9,77573.69,93936.62,100325.86,60496.58,76508.73,56642.81,58742.55,58949.67
"2351_04351",42061.69,67651.04,61705.07,76194.22,82151.56,51210.4,61673.76,46806.09,47369.41,46356.58
"2351_04352",74687.92,115504.69,105262.13,131468.73,141790.79,90610.04,100144.6,78979.53,80098.16,81191.02
"2351_04353",31098.4,47603.9,44925.61,54876.09,58994.79,36546.74,41618.26,33222.76,34048.59,33951.98
"2351_04354",33402.7,54246.72,48771.69,61523.3,66209.07,38290.09,45780.59,37196.4,38329.66,39234.77
"2351_04355",73555.08,107121.49,98849.56,127224.46,136848.59,80648.53,96279.29,78281.4,80270.44,80470.89
"2351_04356",45381.97,64055.01,58739.56,76015.26,84370.34,48192.95,59866.46,46584.15,47946.54,48688.03
"2351_04357",20861.35,28903.86,25653.96,34019.42,36352.15,21647.64,25057.55,21111.38,21338.39,22157.47
"2351_04358",21992.26,29189.78,25324.66,32486.48,33792.2,20814.26,24940.75,20511.04,20477.96,20939.45
"2351_04359",65434.02,92831.16,89925.52,107657.62,118731.16,77661.21,80453.58,71057.77,74955.7,79996.97
"2351_04360",56812.69,84385.8,84978.73,102662.64,110143.91,69655.66,72661.55,65746.55,70268.82,76456.22
"2351_04361",60605.22,94011,90246.56,111503.46,116641.5,68167.3,88345.29,73022.05,77088.11,79889.12
"2351_04362",43706.38,66966.19,64154.16,82241.54,85755.15,51325.27,64064.03,52111.35,56444.56,57048.56
"2351_04363",37933.07,58176.14,58127.75,73790.14,77740.07,47984.4,54852.33,46888.57,49939.2,50426.81
"2351_04364",45728.68,68435.34,66999.5,87923.07,90247.19,53044.99,65990.14,54824.79,59114.85,58382.06
"2351_04365",24115,38014.86,36363.9,49254.21,50321.08,29012.87,35239.85,29822.26,32331.56,33734.08
"2351_04366",48298.56,72377.18,69900.8,93012.59,102057.76,56075.48,68696.56,57510.16,62338.34,62043.74
"2351_04367",13874.09,20086.69,19679.84,27649.08,27731.74,16147.95,20145.11,17001.69,17975.17,17538.15
"2351_04368",34318.24,48394.98,46701.43,64478.87,66553.8,39996.77,46164.2,39866.46,43148.63,42936.76
"2351_04369",98589.48,141681.58,135349.21,181869.82,193273.97,107766.53,128320.37,115618.1,126880.87,129684.04
"2351_04370",18333,26078.57,25093.51,32003.64,34707.91,21236.24,22738.76,21687.06,23211.42,24580.43
"2351_04371",57457.82,74733.48,71216.15,91682.24,94167.07,61175.18,72730.01,63143.66,66049.95,63928.51
"2351_04372",49062.47,64325.1,60218.19,77825.07,81627.97,52499.18,60274.24,52472.75,54974.47,55320.67
"2351_04373",61886.79,83399.21,77280.16,98698.62,102496.07,69514.73,75887.5,67356.24,68739.38,69446.63
"2351_04374",119030.73,154259.78,140604.2,185902.5,195318.6,125467.2,152497.92,127323.03,129014.23,124975.39
"2351_04375",25471.89,33853.77,29382.62,37361.03,39887.03,25548.18,31582.96,25802.7,25583.1,25298.38
"2351_04376",2261.81,2422.97,2299.57,2169.97,2216.41,2383.66,2048.95,2003.4,2975.6,3255.31
"2351_04377",1409.04,1449.94,1537.33,1412.5,1329.13,1572.27,1373.35,1340.13,2031.91,2135.34
"2351_04378",356.36,290.44,325.63,330.9,292.6,323.42,249.7,289.12,427.82,476.09
"2351_04379",39772.84,23338.04,18317.7,12646.14,13666.85,21543.37,18302.57,18961.72,17278.4,18504.5
"2351_04380",4172.08,5377.09,5066.95,5149.17,5207.55,4654.9,4703.01,4656.46,4546.19,4647.64
"2351_04381",2578.58,4573.58,4190.97,4407.46,4542.98,3604.82,4298.25,3650.51,3718.31,3831.64
"2351_04382",10943.98,15007.95,14449.61,14799.22,15751.77,13065.33,14713.14,13213.42,13181.09,13654.22
"2351_04383",13471.37,15194.42,13379.17,12665.27,13652.64,12999.34,13060.89,13363.93,13799.37,14550.85
"2351_04384",6912.9,6535.46,6468.53,5754.69,5805.78,5702.54,5547.76,6000.85,5672.69,5976.79
"2351_04385",26343,22542.43,23487.39,21441.93,22703.06,24010.12,18898.63,21889.44,20601.43,21414.45
"2351_04386",7365.84,7487.02,7385.79,7252.73,7698.78,6541.62,6256.58,6448.12,6089.98,6363.54
"2351_04387",1885.16,3548.57,3811.22,3985.4,3993.32,2767.36,3237.03,3154.76,3196.69,3390.4
"2351_04388",5097.27,7661.06,7556.4,7223.47,7457.12,5899.68,5963.59,6181.97,6382.85,6754.66
"2351_04389",2180.68,2730.36,2726.1,2741.72,2904.67,2513.19,2280.52,2203.23,2270.22,2589.65
"2351_04390",4012.73,3904.55,3788.29,3599.35,3650.97,3976.3,3580.37,3655.61,3910.68,4169.37
"2351_04391",6973.74,10502.17,12179.39,11901.06,10519.34,11572.89,10452.14,14426.86,32539.25,31099.77
"2351_04392",877.87,1365.18,1459.36,1436.14,1408.5,1254.56,1442.82,1309.52,1412.67,1341.13
"2351_04393",4734.15,5694.66,5756.73,5429.42,5269.15,5397.86,5613.2,5482.14,5708.1,5781.77
"2351_04394",17254.25,19607.52,19098.29,18128.46,19720.21,17906.78,17287.66,15611.38,14459.76,15614.16
"2351_04395",126917.11,82136.87,62726.9,60965.05,65014.99,71040.57,53794.13,43103.71,39154.68,49229.49
"2351_04396",5372.52,7455.38,7549.98,7994.44,8377.57,6214.14,6296.86,5863.94,6861.4,7442.11
"2351_04397",952.24,1053.27,999.81,943.17,1076.81,1313.21,1076.33,1045.07,1048.97,968.53
"2351_04398",1120.28,1223.92,1256.65,1224.55,1266.35,1885.91,1324.01,1186.22,1246.14,1326.96
"2351_04399",643.2,522.11,504.49,456.95,457.26,679.42,540.68,437.07,506.3,515.32
"2351_04400",1217.82,2186.78,1743.71,1809.81,1920.25,1678.99,1681.44,1061.22,1547.62,1768.2
"2351_04401",839.24,1245.39,1185.1,1142.38,1271.09,1149.47,1191.11,807.82,1039.4,1227.82
"2351_04402",540.82,598.96,612.73,688.81,719.06,801.61,661.5,532.31,661.35,667.84
"2351_04403",14144.5,19415.4,20194.42,25646.81,27270.92,18306.77,17413.52,17820.56,18408.73,18641.77
"2351_04404",43065.11,60801.4,67899.33,90815.61,95450,60034.67,60219.87,58812.03,62927.91,64133.32
"2351_04405",46109.18,72246.09,79839.32,100651.37,104872.4,62459.06,71772.49,65055.22,72490.23,73696.62
"2351_04406",14965.4,22723.25,22835.21,28612.5,30387.63,17812.28,20577.05,18819.71,20641.63,21535.38
"2351_04407",4521.68,5789.59,6512.55,7439.57,7155.05,6019.43,6192.14,6818.87,7144.7,7342.97
"2351_04408",2585.34,3183.54,3246.19,3296.59,3425.89,2744.55,2883.63,2791.66,2949.76,3060.3
"2351_04409",4489.81,5007.55,4907.35,4721.48,4758.58,4828.42,4345.58,4486.39,4484.94,4766.39
"2351_04410",18885.41,21812.38,18396.59,18817.26,19717.84,17589.88,17680.34,15357.13,22438.09,24729.68
"2351_04411",2611.41,3101.04,3107.68,3032.1,3203.19,3313.99,3117.22,2908.16,3224.45,3305.43
"2351_04412",1459.26,1510.97,1231.88,1150.26,1153.81,1380.83,1283.74,1534.01,1508.38,1451.16
"2351_04413",14390.77,14668.91,12820.56,11376.57,12289.15,12873.07,11260.64,10842.68,10646.7,12204.15
"2351_04414",624.85,626.08,656.76,665.17,656.27,670.46,530.61,606.29,550.33,619.9
"2351_04415",2679.98,3410.69,3235.18,3158.16,3295.59,2808.09,3051.77,2690.47,2822.47,2852.21
"2351_04416",1709.39,1940.41,1851.95,1996.64,1993.7,2098.53,2018.74,1597.79,1528.48,1527.42
"2351_04417",9.66,29.38,23.85,19.13,27.25,17.11,15.1,18.71,19.14,21.79
"2351_04418",2140368.57,2343419.83,2419107.3,2320099.12,2835536.17,2236528.99,2518436.86,2397410.5,2690223.08,2538566.01
"2351_04419",6757.41,5880,5819.1,5716.42,6270.14,6334.7,5318.2,5724.49,5983.75,6772.09
"2351_04420",2134.33,2013.87,2089.52,2323.04,2214.04,2340.48,2305.69,2326.53,2246.3,2288.96
"2351_04421",375.68,389.89,405.43,418.69,433.57,428.5,435.97,405.61,419.21,373.69
"2351_04422",1016.94,1200.18,1328.19,1541.94,1293.59,1262.7,1342.13,1698.13,1686.4,1452.25
"2351_04423",705.97,752.66,853.97,1001.7,931.1,812.2,750.11,880.95,853.73,871.57
"2351_04424",1452.5,1064.57,1043.84,912.78,941.77,1233.38,956.51,919.22,912.11,972.89
"2351_04425",1023.7,999.02,1169.51,1245.93,1222.52,1178.8,1208.22,1193.03,1408.84,1407.58
"2351_04426",1179.19,774.13,812.69,899.28,792.5,1165.76,1096.46,1011.05,1180.1,1054.6
"2351_04427",904.92,418.14,363.24,399.55,330.51,710.37,793.4,441.33,393.37,348.63
"2351_04428",4174.97,1633.02,1163.09,1202.04,1096.95,2553.11,2798.04,1284.01,1029.83,933.67
"2351_04429",778.4,635.13,566.87,593.14,530.71,691.64,690.7,635.2,676.66,710.33
"2351_04430",743.63,556.02,453.13,451.33,388.55,503.45,451.07,338.44,325.41,298.51
"2351_04431",20932.82,12070.77,9048.78,7935.91,8891.69,11866.98,10116.86,6690.47,5628.66,6291.64
"2351_04432",403.69,319.82,335.72,371.42,336.43,369.85,405.76,379.25,369.44,324.66
"2351_04433",759.09,731.19,880.57,916.16,913.33,882.26,827.63,925.17,1056.63,964.17
"2351_04434",16494.19,14928.84,13713.05,13490.26,14544.65,13476.72,13897.59,11920.91,11676.54,13344.81
"2351_04435",334.15,352.6,313.7,255.49,299.71,291.64,336.29,255.1,266.07,242.95
"2351_04436",9986.91,9854.62,9416.6,10791.31,12099.61,10087.79,8199.81,6344.38,5759.79,6528.05
"2351_04437",620.98,543.59,531.09,532.36,437.12,629.72,603.1,598.64,558.94,503.33
"2351_04438",414.31,327.73,368.74,364.66,362.49,454.57,420.86,399.66,454.62,432.52
"2351_04439",474.19,453.18,454.04,504.22,492.8,470.87,482.28,547.62,487.16,467.38
"2351_04440",395,367.29,417.35,464.83,421.72,415.47,507.45,547.62,530.23,485.9
"2351_04441",2021.33,2117.84,1929.92,2145.21,2113.35,2118.08,2134.53,1727.89,1770.62,1740.96
"2351_04442",1382.97,1186.62,1192.44,1292.08,1380.07,1492.44,1334.08,1231.29,1179.14,1153.74
"2351_04443",5375.41,5399.7,5038.52,5000.6,5267.96,4867.52,4458.34,3653.06,3850.39,4012.49
"2351_04444",1547.15,1776.54,1668.5,1688.25,1676.22,1622.78,1699.57,1274.66,1531.35,1514.35
"2351_04445",282.97,283.66,255.92,279.12,309.18,289.2,282.93,242.35,219.17,265.83
"2351_04446",281.04,161.61,135.75,96.79,145.71,215.88,215.47,245.75,234.49,202.64
"2351_04447",409.48,272.36,261.42,306.14,353.01,305.49,253.73,247.45,243.1,253.84
"2351_04448",329.32,253.15,299.03,279.12,267.72,344.6,334.28,301.87,263.2,313.76
"2351_04449",138.1,87.02,83.47,87.79,94.77,109.16,107.73,98.64,74.65,89.34
"2351_04450",201.84,113.01,137.59,138.44,123.2,136.86,157.07,123.3,109.11,116.57
"2351_04451",2488.76,1377.61,1246.56,1352.85,1358.75,1599.15,1519.34,962.58,805.87,841.06
"2351_04452",1303.77,831.77,848.47,945.42,902.67,1032.97,942.41,717.69,631.68,674.38
"2351_04453",488.67,308.52,408.18,398.43,364.86,441.54,494.36,455.78,478.55,454.31
"2351_04454",226.95,103.97,135.75,160.95,149.26,203.66,185.26,182.82,176.11,156.88
"2351_04455",620.02,335.64,339.39,291.5,279.57,457.83,460.13,445.58,432.61,416.17
"2351_04456",1156.01,734.58,642.08,571.75,616,975.95,845.76,764.46,693.89,728.85
"2351_04457",68.57,31.64,36.69,33.77,37.91,45.62,51.35,43.37,33.5,37.04
"2351_04458",292.62,110.75,136.67,166.57,131.49,232.17,220.5,152.21,153.13,150.35
"2351_04459",220.19,114.14,78.88,83.29,80.55,145.82,127.87,69.73,63.17,80.62
"2351_04460",307.11,205.68,188.04,165.45,169.4,237.88,183.25,136.9,144.52,141.63
"2351_04461",4320.8,1924.59,1550.17,1688.25,1672.67,2263.09,2027.8,1249.15,989.63,1178.8
"2351_04462",2936.87,2541.63,2246.37,2527.88,2625.1,2404.84,2409.4,2027.21,1873.03,2031.85
"2351_04463",30967.05,28651.84,26203.4,23615.28,24949.08,26114.36,25902.29,24572.26,23353.07,25382.27
"2351_04464",67.6,75.72,59.62,51.77,56.86,55.4,58.4,51.02,72.74,54.47
"2351_04465",15.45,9.04,9.17,7.88,4.74,4.89,6.04,5.95,7.66,10.89
"2351_04466",106.23,71.2,64.21,55.15,54.49,69.25,71.49,72.28,56.47,43.58
"2351_04467",932.92,895.05,834.71,944.3,740.38,887.97,900.13,1102.89,971.45,928.22
"2351_04468",12.55,11.3,4.59,7.88,17.77,10.59,5.03,9.35,15.31,21.79
"2351_04469",316.77,273.49,298.11,348.91,285.49,303.86,306.08,337.58,326.37,359.52
"2351_04470",6.76,3.39,8.26,3.38,4.74,4.89,8.05,8.5,4.79,5.45
"2351_04471",8.69,10.17,11.92,7.88,2.37,5.7,5.03,5.1,9.57,10.89
"2351_04472",21.25,11.3,14.68,13.51,5.92,5.7,16.11,28.91,15.31,15.25
"2351_04473",18.35,27.12,25.68,48.4,21.32,42.36,27.19,62.07,67,47.94
"2351_04474",22.21,29.38,33.94,22.51,21.32,21.18,26.18,35.71,36.37,31.59
"2351_04475",248.2,160.48,264.17,258.87,225.08,234.62,167.14,276.36,348.38,296.33
"2351_04476",5.79,7.91,16.51,12.38,10.66,11.41,8.05,11.9,10.53,13.07
"2351_04477",9.66,10.17,10.09,7.88,7.11,13.03,11.08,16.16,15.31,16.34
"2351_04478",98.51,83.63,90.81,88.91,84.11,94.5,82.56,102.04,115.81,111.13
"2351_04479",12.55,12.43,14.68,10.13,9.48,20.37,11.08,34.01,12.44,22.88
"2351_04480",7.73,18.08,22.01,30.39,21.32,25.25,28.19,42.52,50.73,30.5
"2351_04481",6.76,12.43,11.92,21.38,7.11,9.78,12.08,18.71,21.06,18.52
"2351_04482",4.83,6.78,7.34,1.13,9.48,3.26,6.04,5.95,7.66,14.16
"2351_04483",107.2,102.84,145.84,133.93,113.72,121.38,121.83,171.77,158.88,172.13
"2351_04484",35.73,50.86,55.95,43.89,43.83,52.95,49.34,68.03,78.48,65.37
"2351_04485",5.79,7.91,14.68,14.63,16.58,17.92,13.09,9.35,21.06,21.79
"2351_04486",106.23,119.79,162.36,136.19,106.61,131.16,119.82,179.42,162.71,189.57
"2351_04487",26.08,24.86,32.1,41.64,37.91,33.4,28.19,41.67,46.9,40.31
"2351_04488",286.83,207.94,176.11,162.07,163.48,188.18,181.23,127.55,141.65,154.7
"2351_04489",11752.32,6617.96,5277.92,4197,4557.2,7653.62,5828.67,6546.76,6367.54,7965.05
"2351_04490",1372.34,4421.02,4895.42,5579.11,6618.42,2618.28,3514.92,3078.23,3884.84,6476.85
"2351_04491",51.19,57.64,39.44,37.14,41.46,43.99,28.19,33.16,30.63,35.95
"2351_04492",28.01,28.25,28.44,20.26,20.14,28.51,20.14,19.56,24.88,20.7
"2351_04493",90.78,49.73,42.19,49.52,35.54,70.06,55.38,57.82,42.11,47.94
"2351_04494",27.04,21.47,22.01,5.63,8.29,13.85,23.16,5.1,14.36,11.98
"2351_04495",4682,2155.13,1450.19,909.41,965.46,2119.71,1673.39,1715.99,1908.44,1959.94
"2351_04496",13594.99,7951.5,6091.53,5369.77,5778.53,8101.67,6255.58,5209.18,5684.18,6199.04
"2351_04497",72.43,68.94,84.39,70.91,81.74,69.25,58.4,83.33,94.75,82.8
"2351_04498",8300.7,7554.83,6112.63,6552.67,7196.51,6177.48,5694.76,5119.89,5022.82,6080.28
"2351_04499",1308.6,1513.23,1757.47,1781.67,1739.01,1527.47,1489.14,1585.03,1734.25,1825.94
"2351_04500",18732.82,16382.17,19352.37,15239.29,14292.33,15945.92,19032.54,16701.52,15143.13,14308.99
"2351_04501",3366.63,2373.24,2128.96,2041.66,2044.64,1939.68,2095.26,1947.28,1572.5,2001.34
"2351_04502",2884.72,3280.73,2960,2497.49,3136.85,2689.15,2802.07,2276.36,2022.34,2347.79
"2351_04504",2744.69,3236.65,3013.2,2763.11,2709.2,2537.63,2897.72,2596.09,2670.29,2712.76
"2351_04505",4278.31,5622.33,5144.92,4997.23,5140.03,4480.56,5048.36,4538.26,4236.09,4476.6
"2351_04506",10925.63,9884,9009.34,9142.45,9257.73,8599.42,8798.89,8737.24,6874.8,7581.56
"2351_04507",2033.89,1941.54,1754.72,1722.02,1765.07,1414.23,1512.29,1086.73,970.49,1125.41
"2351_04508",8227.3,5005.29,5099.97,5097.4,5366.29,4421.91,4436.19,9220.23,4589.26,5283.89
"2351_04509",885.6,890.53,1003.48,889.15,883.72,859.45,995.78,1057.82,1072.9,1044.79
"2351_04510",363.13,396.67,427.44,389.42,426.46,415.47,443.02,504.25,486.2,403.1
"2351_04511",1050.75,866.8,1081.45,1019.7,998.63,1105.48,1105.52,1471.09,1356.2,1241.99
"2351_04512",11073.39,6092.46,6093.37,6199.26,6373.21,7074.4,6471.04,9231.29,6950.41,6925.71
"2351_04513",1000.53,970.77,800.77,1113.12,1388.36,921.37,1001.82,1472.79,1241.35,1186.42
"2351_04514",2200,1953.97,1334.61,1936.99,2473.47,1860.66,1934.16,2653.91,2276.92,2137.52
"2351_04515",88573.6,82117.66,55683.25,76385.55,98379.55,75740.27,77945.51,97974.41,96870.26,90574.55
"2351_04516",4823.96,4649.3,3122.36,4240.89,5228.87,4368.96,4592.26,5630.95,4857.25,4655.27
"2351_04517",1531.69,1356.14,940.19,1188.53,1607.52,1323.8,1317.97,1713.43,1447.12,1457.7
"2351_04518",1095.17,895.05,630.16,843,1070.89,980.02,939.39,1138.6,1013.56,944.56
"2351_04519",12756.71,12882.2,14507.4,9825.63,9449.64,15398.48,14749.39,14224.48,14660.75,13325.2
"2351_04520",1009.22,951.56,814.53,868.89,831.6,1086.74,1045.11,903.91,853.73,849.78
"2351_04521",1958.56,2726.97,3249.86,4200.37,3791.94,1676.55,2045.92,2163.26,1720.85,1584.08
"2351_04522",556.28,723.27,822.78,1005.07,896.75,413.84,519.54,516.16,412.51,359.52
"2351_04523",702.11,567.32,555.86,396.18,428.83,636.24,614.18,738.94,723.56,649.32
"2351_04524",34.77,28.25,31.19,28.14,26.06,37.47,24.16,39.97,26.8,27.24
"2351_04525",238.54,239.58,226.56,156.44,229.81,251.73,216.47,119.05,163.66,193.92
"2351_04526",681.83,587.66,559.53,644.91,701.29,572.7,518.53,414.12,408.68,385.67
"2351_04527",14994.37,13198.63,10546.67,9436.21,10399.7,10438.9,9252.98,7892.85,7941,8931.4
"2351_04528",631.61,378.59,339.39,353.41,345.91,387.77,272.86,362.24,332.11,388.94
"2351_04529",12653.37,8687.21,6795.99,6772.14,7314.97,7775,6907.01,5551.87,5715.76,6793.88
"2351_04530",12.55,20.34,14.68,20.26,11.85,20.37,10.07,16.16,13.4,17.43
"2351_04531",22.21,18.08,17.43,6.75,9.48,17.11,11.08,15.31,10.53,7.63
"2351_04532",14.49,13.56,11.92,9,9.48,15.48,9.06,9.35,4.79,7.63
"2351_04533",27.04,25.99,26.6,25.89,20.14,30.14,26.18,14.46,24.88,14.16
"2351_04534",2924.32,2785.74,3651.62,3368.63,3158.17,3811.74,3435.38,4402.21,4924.24,4826.31
"2351_04535",2355.49,2295.27,2773.8,2509.87,2124.01,2714.41,2754.75,3257.65,3747.98,3748.84
"2351_04536",99.47,56.51,55.95,60.78,61.6,67.62,38.26,64.63,59.34,86.07
"2351_04537",1665.93,1618.33,1577.69,1272.94,1299.52,1521.76,1363.28,466.84,472.8,505.51
"2351_04538",371.82,75.72,55.95,55.15,55.68,254.17,263.8,287.41,173.23,209.18
"2351_04539",56.98,14.69,11.92,21.38,14.22,44.81,64.44,45.92,34.46,33.77
"2351_04540",388.24,272.36,321.04,335.4,291.41,317.71,337.3,377.55,428.78,387.85
"2351_04541",41.53,45.2,47.7,59.65,54.49,48.06,59.4,34.01,45.94,44.67
"2351_04542",56.01,40.68,49.53,48.4,54.49,64.36,66.45,70.58,81.35,62.1
"2351_04543",252.06,255.41,234.82,218.35,196.65,249.28,263.8,221.09,209.6,217.89
"2351_04544",426.87,361.64,311.87,281.38,367.23,375.55,292.99,311.22,255.54,260.38
"2351_04545",5558.91,0,0,0,0,3173.87,2631.91,1773.81,1629.93,1715.9
"2351_04546",20434.49,0,0,0,0,10140.74,11062.29,3337.58,2616.69,3157.26
"2351_04547",30263.02,0,0.92,0,1.18,15427.8,13107.21,8287.41,6221.11,6385.33
"2351_04548",919.4,114.14,97.23,90.04,84.11,586.55,672.58,474.49,402.94,417.26
"2351_04549",862.42,283.66,265.09,253.24,292.6,857.01,927.31,794.22,787.69,788.77
"2351_04550",1226.51,0,0,0,0,1472.07,1388.45,2548.47,2502.8,2366.31
"2351_04551",263.65,0,0,0,0,312.01,342.33,420.92,428.78,444.5
"2351_04552",392.1,0,0,0,0,455.39,403.75,685.37,603.93,573.06
"2351_04553",541.79,1.13,0.92,0,0,562.92,447.04,607.14,532.14,546.91
"2351_04554",237.58,0,0,0,0,207.74,132.9,152.21,135.91,155.79
"2351_04555",307.11,0,0,0,0,197.14,168.14,119.05,101.45,117.66
"2351_04556",570.76,65.55,50.45,60.78,67.52,343.78,316.15,242.35,201.95,204.82
"2351_04557",57957.11,0,0,0,0,38129.6,35530.83,33953.2,27930.85,33020.49
"2351_04558",5613.96,0,0,0,0,4815.38,5091.65,4409.01,3841.77,3974.36
"2351_04559",6096.83,0,0,0,0,4026.81,3155.48,2045.07,1654.81,1715.9
"2351_04560",1155.05,118.66,101.82,101.3,74.63,796.73,564.84,466.84,444.09,489.17
"2351_04561",10030.37,0,0,0,0,7813.29,7709.47,5676.02,5810.51,6265.49
"2351_04562",8.69,11.3,21.1,13.51,27.25,14.66,23.16,28.91,27.76,20.7
"2351_04563",68.57,72.33,66.04,69.78,60.42,62.73,49.34,65.48,77.52,98.05
"2351_04564",54.08,45.2,52.28,76.53,75.82,36.66,36.25,90.99,87.1,107.86
"2351_04565",55.05,92.67,79.8,147.44,133.86,84.72,88.6,241.5,192.38,221.16
"2351_04566",69.53,111.88,116.49,204.84,194.28,116.49,147,329.93,322.54,360.61
"2351_04567",178.67,149.18,228.4,186.83,167.03,209.36,229.56,282.31,278.51,268.01
"2351_04568",67.6,48.6,95.4,90.04,92.4,74.95,82.56,130.95,133.99,147.08
"2351_04569",141.97,132.22,144.01,127.18,124.38,136.86,143.98,264.46,261.29,203.73
"2351_04570",97.54,74.59,120.16,185.71,101.88,101.02,83.57,250.85,257.46,208.09
"2351_04571",74.36,63.29,88.06,114.8,93.58,83.09,101.69,176.02,174.19,134
"2351_04572",126.51,134.48,205.47,225.1,193.09,157.23,184.25,381.8,330.2,351.9
"2351_04573",1635.03,1443.16,1457.53,1333.72,1459.44,1516.87,1351.2,1183.67,1165.74,1222.38
"2351_04574",3296.13,2429.75,1986.79,1789.55,1992.52,2364.11,1897.92,2082.48,2061.58,2233.4
"2351_04575",2617.21,1707.61,1524.49,1438.39,1487.87,1783.26,1466.98,1670.92,1522.74,1591.7
"2351_04576",462.6,305.13,302.7,371.42,368.41,395.1,453.08,379.25,320.63,318.12
"2351_04577",159.35,108.49,82.55,149.69,131.49,105.9,90.62,68.88,53.6,50.12
"2351_04578",201.84,154.83,141.26,168.83,165.85,154.78,185.26,106.29,84.22,68.64
"2351_04579",311.94,238.45,203.63,210.47,225.08,264.76,265.81,188.78,193.33,148.17
"2351_04580",194.12,172.91,230.23,220.6,199.01,187.37,205.4,250.85,244.06,223.34
"2351_04581",349.6,224.89,210.05,305.01,280.75,250.1,223.52,228.74,265.11,264.74
"2351_04582",122.65,91.54,88.06,88.91,103.06,102.65,113.77,108.84,138.78,134
"2351_04583",6609.65,7083.57,6685,7638.78,7939.26,5979.52,6314.98,5950.68,6453.68,6969.28
"2351_04584",6610.62,7866.74,8468.15,9731.09,10261.1,7300.88,7610.8,7938.77,8736.35,9410.77
"2351_04585",2308.16,2409.41,3006.78,3315.73,3023.13,2971.02,2783.95,3645.41,3920.25,3927.51
