"","WT1-","PZGH2-","PZGH3-","PZGH2+","PZGH3+","WT2-","WT3-","WT1+","WT2+","WT3+"
"2351_00001",382.44,228.28,275.18,244.23,253.51,314.45,265.81,372.45,327.33,329.02
"2351_00002",42.49,30.51,39.44,29.26,43.83,26.07,33.23,20.41,13.4,20.7
"2351_00003",701.14,601.22,633.83,492.97,399.21,755.18,654.45,909.01,1135.11,1011.02
"2351_00004",525.37,285.92,259.58,237.48,280.75,268.83,277.89,262.75,226.83,239.68
"2351_00005",240.47,139,142.18,106.92,143.34,149.08,147,133.5,109.11,95.87
"2351_00006",170.94,75.72,79.8,84.41,85.29,122.2,125.86,96.94,85.18,91.51
"2351_00007",331.26,254.28,277.01,231.85,215.6,260.69,304.07,239.8,240.23,242.95
"2351_00008",574.63,484.82,454.04,400.68,434.75,518.93,493.36,443.88,430.69,376.95
"2351_00009",2095.7,1755.07,2112.45,1816.56,1553.02,2399.95,2062.03,2578.23,2958.37,2517.75
"2351_00010",4059.08,4340.78,4110.25,3821.08,3873.68,3916.83,4098.9,3864.79,3885.8,3744.48
"2351_00011",3546.27,3998.35,4234.99,4130.59,4200.63,3854.91,3955.92,4183.67,4485.9,4344.77
"2351_00012",6557.5,6451.84,6476.78,6267.92,6024.93,6819.42,7241.29,7125.84,7050.9,6630.46
"2351_00013",686.65,824.99,912.67,944.3,881.35,862.71,896.1,902.21,986.76,873.75
"2351_00014",9848.81,14095.94,13949.71,14116.04,13641.98,12740.28,14982.98,12659,13447.16,13033.23
"2351_00015",125.55,91.54,64.21,55.15,53.31,83.91,64.44,32.31,44.98,54.47
"2351_00016",408.52,359.38,366.9,391.67,358.94,453.76,419.86,391.16,393.37,326.84
"2351_00017",3960.58,2374.37,2005.13,1949.37,2116.9,2769.8,1743.87,2096.09,1600.26,1858.62
"2351_00018",87.88,54.25,47.7,50.65,53.31,69.25,61.42,56.97,54.55,46.85
"2351_00019",94.64,58.77,44.95,48.4,50.94,66.8,68.47,31.46,38.28,58.83
"2351_00020",1496.93,1061.18,868.65,774.35,778.29,972.69,913.22,537.41,594.35,705.97
"2351_00021",1701.67,1326.76,1184.18,1106.37,1164.47,1257,1127.68,735.54,781.95,769.16
"2351_00022",1540.39,1943.8,2073.01,1953.87,2147.7,1648.85,1960.34,1744.9,1851.02,1823.76
"2351_00023",882.7,1304.15,1510.73,1572.33,1539.99,1257,1484.1,1731.29,1879.73,2137.52
"2351_00024",2392.18,2406.02,2549.07,2094.56,2270.9,2637.83,2297.64,2533.16,2900.95,3027.61
"2351_00025",1557.77,2593.62,3604.84,4768.75,4619.98,2572.66,2883.63,2595.24,3768.08,4495.12
"2351_00026",848.9,1350.49,1710.69,2416.45,2282.74,1292.03,1322,1175.17,1740.95,2173.48
"2351_00027",22140.02,20566.99,18227.81,21338.39,22858.25,17813.91,19257.07,17794.2,16244.74,15907.23
"2351_00028",255.93,240.71,255.92,253.24,257.06,274.54,287.96,298.47,309.14,313.76
"2351_00029",517.65,426.05,441.2,435.57,421.72,573.51,480.27,494.05,465.15,470.65
"2351_00030",5978.05,5045.97,3184.73,4870.05,6099.56,5248.78,6017.96,6813.77,5187.44,4356.76
"2351_00031",3694.03,3978.01,2738.02,4034.92,5288.1,3837.81,4673.81,5024.66,3959.49,3561.45
"2351_00032",3331.87,3081.83,2790.31,3064.74,3417.6,3628.44,4248.92,7017,8097.96,7411.61
"2351_00033",336.08,318.69,364.15,347.78,399.21,399.99,420.86,799.32,923.59,912.97
"2351_00034",1743.19,1913.29,1778.57,1871.71,1756.78,2033.36,1733.8,1566.33,1553.36,1501.28
"2351_00035",2214.48,2291.88,2561.91,2578.52,2445.04,2645.16,2463.77,3384.35,3725.01,3425.27
"2351_00036",4286.04,3320.28,3243.44,3173.91,3321.65,4376.29,3668.97,3575.68,3345.04,3341.38
"2351_00037",2631.69,2945.08,2960,3222.31,3050.37,2988.13,3279.32,3210.88,3138.31,3041.78
"2351_00038",9589.02,10935.01,11496.03,11788.51,11656.57,11040.92,12520.21,9793.36,9655.16,9236.45
"2351_00039",629.67,520.98,606.31,560.5,492.8,529.52,579.95,627.55,566.6,586.13
"2351_00040",316.77,254.28,338.47,320.77,249.95,282.68,307.09,397.96,356.04,367.15
"2351_00041",972.52,898.44,1020.91,1131.13,887.27,923,980.67,1220.24,1201.15,1099.27
"2351_00042",7539.68,4372.42,5085.3,4646.07,4604.58,5978.7,5615.22,6168.36,5029.52,4599.71
"2351_00043",22913.59,23215.98,22308.71,22643.97,23679.18,21492.86,21757.08,20779.75,21028.29,20849.02
"2351_00044",3582,3215.18,3742.43,4720.35,4770.43,3365.31,3671.99,3945.58,3716.39,3779.34
"2351_00045",4059.08,2890.84,3082.91,3729.91,3679.4,3335.17,2924.91,3568.02,3030.16,3428.54
"2351_00046",5866.02,6602.14,6513.47,6027.06,6303.31,5880.13,5551.79,5299.32,5672.69,5842.78
"2351_00047",3667.95,3973.49,3811.22,3813.2,3690.06,3645.55,3792.81,3700.68,3791.05,3758.64
"2351_00048",1818.52,1619.46,1789.58,1803.05,1763.89,1892.43,1798.24,1886.05,1972.57,2010.06
"2351_00049",2357.42,2334.82,2611.44,2227.37,2132.3,2796.69,2756.76,3284.01,3386.2,3091.89
"2351_00050",4099.65,5206.45,5367.81,4680.96,5042.89,4576.69,4840.95,4159.86,4541.41,4752.23
"2351_00051",91755.77,65611.18,52111.44,39640.17,40128.69,53710.56,48722.61,95421.69,84666.37,93047.63
"2351_00052",2128.53,1972.05,2025.31,2190.23,2128.75,1982.04,1818.38,2363.09,2110.39,2311.84
"2351_00053",4231.95,3097.65,2989.35,2465.97,2443.85,3740.05,3517.94,4605.44,4602.66,4351.31
"2351_00054",2499.38,3077.31,3344.33,3505.94,3838.14,2529.48,2610.77,2534.86,2487.48,2360.86
"2351_00055",367.95,272.36,212.8,253.24,226.26,316.08,239.63,391.16,316.8,338.82
"2351_00056",90.78,100.58,87.14,94.54,84.11,80.65,104.71,130.1,143.56,164.51
"2351_00057",481.91,531.15,573.29,567.25,467.92,452.13,482.28,664.12,735.05,741.92
"2351_00058",196.05,238.45,224.73,390.55,496.35,155.6,166.13,13849.48,10378.72,9911.92
"2351_00059",533.1,412.49,482.48,467.08,425.28,559.66,437.98,519.56,479.5,456.48
"2351_00060",63.74,97.19,82.55,97.92,80.55,65.17,70.48,91.84,91.88,77.35
"2351_00061",9109.04,10030.91,15531.06,14596.63,12595.97,9701.64,11598.94,12528.9,11221.92,10941.46
"2351_00062",6609.65,7923.25,7496.77,8711.38,8789.81,6890.29,8399.17,7454.93,7195.43,7080.41
"2351_00063",2477.17,2044.38,2058.33,2087.81,2078.99,2498.53,2300.66,2138.6,2137.19,1993.71
"2351_00064",1646.62,1263.47,1202.53,1343.85,1476.02,1174.72,1102.5,983.84,1053.76,1195.14
"2351_00065",1118.35,167.26,240.32,176.7,150.45,157.23,200.36,1528.91,367.52,319.21
"2351_00066",439.42,80.24,105.49,65.28,55.68,87.98,105.72,688.77,167.49,166.69
"2351_00067",642.23,119.79,121.08,87.79,92.4,114.87,140.96,642.01,156.01,162.33
"2351_00068",796.75,192.12,193.54,201.46,125.57,202.03,226.54,872.45,280.43,270.19
"2351_00069",1651.45,334.51,356.81,296.01,253.51,352.74,316.15,1486.39,392.41,345.36
"2351_00070",921.33,133.35,133.92,123.81,137.41,118.12,121.83,515.31,112.94,118.75
"2351_00071",2743.72,461.09,425.61,310.64,358.94,459.46,398.71,1345.24,312.01,369.33
"2351_00072",8572.07,1226.18,978.72,734.95,771.18,945.81,1017.93,2390.3,482.37,580.68
"2351_00073",18719.3,26606.33,22575.63,27418.35,28449.61,18265.22,23489.88,17720.22,16186.36,17011.94
"2351_00074",22392.08,32250.14,29586.26,37096.54,39647.73,25160.4,28171.74,22957.46,21322.12,21593.13
"2351_00075",25906.48,38706.49,35376.92,45237.29,47005.35,30348.9,34565.26,27440.45,25289.27,25818.06
"2351_00076",34325,47957.63,43159.89,53496.22,54712.43,37599.26,42997.65,34908.99,31913.31,31634.69
"2351_00077",2200,1235.22,1111.72,733.83,786.58,1777.56,1105.52,2485.54,2482.7,2689.88
"2351_00078",38.63,35.03,54.12,55.15,37.91,53.77,45.31,58.67,53.6,49.03
"2351_00079",38.63,51.99,51.37,65.28,45.02,56.21,67.46,67.18,66.04,56.65
"2351_00080",66.64,73.46,79.8,57.4,60.42,53.77,54.37,85.88,92.84,95.87
"2351_00081",11.59,6.78,13.76,20.26,8.29,13.85,11.08,14.46,21.06,7.63
"2351_00082",11.59,3.39,10.09,13.51,10.66,13.03,16.11,15.31,11.49,9.81
"2351_00083",72.43,84.76,82.55,56.28,46.2,54.58,57.39,76.53,67.95,67.55
"2351_00084",307.11,274.62,245.83,194.71,202.57,184.11,228.56,180.27,159.83,151.44
"2351_00085",706.94,665.64,652.17,710.19,749.86,755.99,675.6,715.99,668.05,680.91
"2351_00086",452.94,412.49,402.68,400.68,409.88,422.8,414.82,448.13,420.16,434.7
"2351_00087",15970.75,11675.23,10027.5,13538.66,13582.75,10904.06,10658.54,10335.03,7443.31,8076.18
"2351_00088",2188.41,1498.53,1408.91,2006.77,1922.62,1655.36,1727.76,1463.43,1056.63,1096
"2351_00089",1407.11,2351.77,2679.32,1476.66,1209.49,3045.15,2786.97,1840.13,3457.02,2815.17
"2351_00090",125.55,97.19,92.64,81.04,69.89,106.72,112.77,94.39,88.05,106.77
"2351_00091",51.19,42.94,34.86,32.64,43.83,46.43,33.23,31.46,26.8,37.04
"2351_00092",19.32,9.04,18.35,20.26,8.29,15.48,7.05,12.76,7.66,3.27
"2351_00093",52.15,56.51,56.87,38.27,48.57,60.28,45.31,32.31,32.54,34.86
"2351_00094",75.33,56.51,65.13,47.27,53.31,53.77,56.38,43.37,35.41,35.95
"2351_00095",65.67,65.55,51.37,55.15,46.2,66.8,43.29,39.97,36.37,34.86
"2351_00096",1166.64,1484.97,1593.28,1535.18,1517.49,1362.91,1641.17,1388.6,1288.25,1285.56
"2351_00097",4517.82,5347.71,5426.52,6045.07,5947.93,5445.11,5628.31,5386.05,5585.6,5489.8
"2351_00098",3413.96,3344.01,2739.86,2612.29,2898.74,2828.46,2777.91,2164.11,2076.89,2328.18
"2351_00099",18995.51,25831.07,25910.79,31901.22,31879.06,24578.75,28475.81,19376.69,20539.22,19726.88
"2351_00100",192.19,244.11,232.98,180.08,212.05,202.03,214.46,162.41,191.42,195.01
"2351_00101",7996.48,9636.5,10741.13,9865.02,9395.15,9746.45,10927.37,10651.35,10227.5,10124.36
"2351_00102",9066.54,12912.71,15433.83,14920.78,13326.87,13266.54,15462.24,16288.25,17004.67,16286.36
"2351_00103",9385.24,10265.98,11120.87,11186.36,10707.7,11031.15,10704.86,11327.37,12648.94,12380.64
"2351_00104",15246.43,13707.18,12928.79,12884.74,12836.44,13671.42,11868.78,12110.53,13190.66,13631.34
"2351_00105",21563.46,19572.49,18183.78,17163.9,17243.19,20920.98,18675.11,18145.39,20849.32,20480.79
"2351_00106",2171.99,2613.96,2712.34,3128.89,2655.9,2601.17,2685.28,3226.19,3430.22,3285.82
"2351_00107",1860.05,1898.6,2351.86,2278.02,2049.38,2046.4,1990.55,2670.92,2889.46,2927.38
"2351_00108",458.74,549.24,621.9,650.54,567.43,620.76,557.8,812.07,856.6,841.06
"2351_00109",1163.74,1223.92,1600.62,1478.91,1119.46,1402.01,1264.61,2306.12,2495.14,2178.92
"2351_00110",1760.58,1961.88,1912.49,1845.82,2041.08,1793.04,1593.85,1971.94,2140.06,2287.87
"2351_00111",5500.96,6106.02,5278.84,5158.17,5539.24,4366.51,4852.02,3926.02,3702.99,3809.85
"2351_00114",1123.18,1053.27,1082.37,1177.27,1196.46,1181.24,1076.33,1016.16,1014.52,1063.31
"2351_00115",2447.23,2738.27,2737.11,2989.33,2876.23,2971.02,2995.39,2834.18,2874.15,2845.67
"2351_00116",2339.07,2845.63,2987.52,3344.99,3034.97,3117.66,3395.11,3378.4,3425.44,3217.18
"2351_00117",1610.89,1873.73,1850.12,1992.14,1855.1,1876.13,1895.9,1803.57,1768.71,1694.11
"2351_00118",1248.73,1330.15,1077.78,1257.19,1331.5,962.91,1067.26,1181.12,1038.45,1148.29
"2351_00119",805.44,930.09,755.82,855.38,901.49,804.06,861.87,735.54,624.02,615.55
"2351_00120",6765.14,2194.69,2062.92,617.9,605.34,7260.14,8480.72,3827.38,3567.09,3390.4
"2351_00121",2960.05,902.96,937.44,227.35,281.94,2952.28,3747.51,1374.15,1293.03,1246.34
"2351_00122",1408.08,437.36,468.72,145.19,164.66,1428.08,1729.77,609.69,607.75,574.15
"2351_00123",1990.43,593.31,510.91,187.96,165.85,1582.86,1981.49,717.69,649.87,623.17
"2351_00124",525.37,584.27,594.39,504.22,543.74,637.05,723.93,584.18,647.95,594.85
"2351_00125",3570.41,2748.44,2279.39,2155.34,1913.15,2841.49,3005.46,2881.8,2856.92,2644.12
"2351_00126",743.63,1123.34,1067.69,893.65,918.07,957.21,1127.68,963.43,1035.57,1007.75
"2351_00127",11676.02,6273.28,4699.13,3439.53,3100.13,5181.16,4332.49,6355.44,5480.31,6326.5
"2351_00128",366.02,622.69,487.98,589.76,636.14,404.07,482.28,430.27,425.91,427.07
"2351_00129",17979.53,17711.19,14767.9,13441.87,13440.59,14132.51,14580.24,13221.08,12846.1,12980.93
"2351_00130",1541.35,2320.13,2325.26,2217.24,2339.61,1797.11,2133.52,1918.37,1909.4,2035.11
"2351_00131",448.11,275.75,200.88,187.96,176.51,258.24,280.91,132.65,105.28,115.48
"2351_00132",2243.46,1439.77,1390.57,1446.27,1483.13,1962.49,1571.7,1721.09,1487.32,1347.66
"2351_00133",50242.63,51298.25,51625.29,54070.23,54011.14,52318.33,51714.98,40863.06,61359.24,59852.83
"2351_00134",12186.91,12200.74,12926.96,14254.48,14202.3,14381.8,12398.39,10351.18,16141.37,15988.94
"2351_00135",346.71,354.86,386.17,397.3,354.2,364.15,369.51,336.73,324.45,325.75
"2351_00136",1307.64,1609.29,1568.52,990.44,935.84,1686.32,1655.27,1494.05,2819.6,3194.3
"2351_00137",227499.92,146753.54,133621.09,60823.24,62481.1,174556.26,192087.38,145203.97,114910.51,134179.16
"2351_00138",12517.2,6689.16,7080.34,5150.3,5463.42,11884.9,14501.7,8165.81,7578.26,7870.27
"2351_00139",665.41,813.68,880.57,949.92,989.15,772.29,754.13,864.8,993.46,983.78
"2351_00140",1077.79,1627.37,1785.91,2164.34,2103.87,1447.63,1584.79,1894.56,2041.48,2063.44
"2351_00141",7110.88,7378.53,6964.76,6055.2,6212.1,7559.12,6848.61,7256.8,8025.23,7764.59
"2351_00142",61.81,51.99,60.54,63.03,59.23,51.32,45.31,40.82,53.6,47.94
"2351_00143",2028.09,2285.1,1976.7,2183.47,2397.65,1765.34,1696.55,1850.34,1913.23,2196.35
"2351_00144",56.98,47.46,23.85,29.26,27.25,40.73,42.29,27.21,20.1,27.24
"2351_00145",190.25,209.07,179.78,139.56,156.37,155.6,162.1,130.95,114.85,110.04
"2351_00146",225.99,214.72,177.03,147.44,148.08,173.52,174.19,148.81,187.59,171.05
"2351_00147",8757.5,8899.67,7804.97,8171.14,8551.7,8240.16,8660.95,10852.03,11501.39,11010.1
"2351_00148",152.59,116.4,99.06,102.42,87.66,90.43,109.75,68.03,57.43,65.37
"2351_00149",575.59,392.15,362.32,324.14,349.46,338.08,306.08,188.78,183.76,183.03
"2351_00150",3470.94,2804.95,2141.8,2473.85,2379.88,2600.36,1684.46,1892.86,1887.39,1810.68
"2351_00151",5308.78,4804.13,3628.68,3783.94,4073.88,3735.98,3213.87,3354.59,3237.85,3392.58
"2351_00152",2562.16,2193.56,2211.52,1854.83,1888.27,2470.01,2373.15,1867.35,1717.98,1996.98
"2351_00153",1207.2,1015.97,1016.33,1130,1235.55,1145.4,1191.11,1062.07,1011.65,1092.73
"2351_00154",1024.67,228.28,176.11,199.21,219.15,729.92,950.47,208.33,220.13,220.07
"2351_00155",809.31,177.43,128.42,158.7,157.55,698.97,852.8,172.62,142.61,173.22
"2351_00156",209.57,151.44,215.56,173.33,161.11,278.61,258.76,346.94,331.15,285.44
"2351_00157",1558.73,1353.88,1138.32,1211.04,1185.8,1129.92,1238.43,1290.82,1217.42,1163.54
"2351_00158",1011.15,912,792.51,940.92,800.8,958.03,948.46,1048.47,1029.83,847.6
"2351_00159",1565.49,1202.44,1123.64,1281.95,1358.75,1287.96,1109.55,937.92,808.74,909.7
"2351_00160",221.16,212.46,188.96,210.47,215.6,211.81,186.27,272.11,243.1,201.55
"2351_00161",2235.73,866.8,729.22,433.32,483.32,971.06,876.97,881.8,696.76,766.98
"2351_00162",144.86,94.93,86.22,64.15,85.29,112.42,131.9,125.85,127.29,106.77
"2351_00163",1204.3,1154.98,1044.76,1189.66,1223.7,1116.07,1204.2,930.27,831.71,890.09
"2351_00164",935.82,922.18,925.52,1041.09,1060.23,1002.02,1037.06,967.69,944.65,935.85
"2351_00165",721.42,742.49,734.73,805.86,767.63,874.12,821.59,759.35,730.26,708.15
"2351_00166",148.73,142.39,155.02,154.19,180.06,140.93,165.12,150.51,152.18,130.74
"2351_00167",4877.08,5956.84,5714.54,5124.41,5113.96,6045.5,6564.68,6935.37,8609.05,7697.04
"2351_00168",610.36,542.46,422.86,497.47,575.72,580.84,625.26,795.92,680.49,663.48
"2351_00169",2339.07,1974.31,1697.85,1728.77,1922.62,1984.48,2049.95,2234.69,2040.52,2072.16
"2351_00170",3063.39,2601.53,1881.3,1923.48,2076.62,2658.2,2091.23,2017.01,1909.4,1804.15
"2351_00171",7408.34,5994.14,6625.38,3967.39,3929.35,7364.42,5946.47,9715.13,9982.48,9355.21
"2351_00172",7.73,13.56,16.51,13.51,8.29,9.78,8.05,6.8,17.23,18.52
"2351_00173",19.32,13.56,24.77,16.88,11.85,19.55,18.12,20.41,22.97,17.43
"2351_00174",2.9,2.26,10.09,2.25,0,3.26,5.03,8.5,5.74,1.09
"2351_00175",7.73,3.39,1.83,4.5,5.92,4.89,3.02,13.61,5.74,7.63
"2351_00176",0.97,0,6.42,2.25,0,0,1.01,4.25,4.79,2.18
"2351_00177",2.9,2.26,7.34,5.63,4.74,4.07,1.01,3.4,2.87,3.27
"2351_00178",10.62,9.04,7.34,9,3.55,8.15,4.03,13.61,12.44,10.89
"2351_00179",52.15,46.33,42.19,28.14,29.62,30.96,42.29,66.33,50.73,79.53
"2351_00180",11.59,18.08,17.43,7.88,3.55,13.85,13.09,20.41,29.67,10.89
"2351_00181",17.38,10.17,21.1,19.13,5.92,9.78,11.08,24.66,30.63,28.33
"2351_00182",20.28,27.12,27.52,25.89,21.32,26.88,27.19,53.57,40.2,47.94
"2351_00183",31.87,32.77,32.1,13.51,17.77,35.03,21.14,48.47,39.24,47.94
"2351_00184",169.01,212.46,252.25,198.09,150.45,208.55,185.26,315.48,333.07,354.07
"2351_00185",159.35,160.48,231.15,202.59,132.68,167,199.36,289.12,347.42,307.23
"2351_00186",173.84,135.61,130.25,127.18,78.18,168.63,126.86,147.96,143.56,140.54
"2351_00187",57.95,51.99,44.95,47.27,41.46,48.06,31.21,38.27,28.71,33.77
"2351_00188",40.56,49.73,32.1,43.89,58.05,35.03,34.23,28.06,42.11,45.76
"2351_00189",2.9,2.26,0,1.13,1.18,0,0,1.7,0.96,2.18
"2351_00190",8.69,5.65,4.59,3.38,5.92,8.15,6.04,8.5,5.74,6.54
"2351_00191",24.14,35.03,22.93,25.89,27.25,22,19.13,22.96,32.54,22.88
"2351_00192",28.97,23.73,21.1,24.76,23.69,20.37,36.25,28.06,29.67,23.97
"2351_00193",431.69,283.66,270.59,375.92,396.84,456.2,499.4,311.22,295.74,300.69
"2351_00194",835.38,708.58,593.47,710.19,738.01,850.49,1115.59,637.75,691.02,593.76
"2351_00195",1679.45,1453.33,1711.61,1663.49,1735.45,1885.91,1738.83,1602.04,1615.57,1621.12
"2351_00196",625.81,874.71,777.84,934.17,969.01,769.03,921.27,967.69,1115.97,1109.07
"2351_00197",304.21,163.87,151.35,112.55,132.68,294.9,328.23,149.66,125.38,148.17
"2351_00198",123.62,74.59,86.22,69.78,53.31,139.3,154.05,59.52,71.78,67.55
"2351_00199",509.92,258.8,229.32,157.57,146.89,492.05,517.52,200.68,233.53,178.67
"2351_00200",754.26,267.84,253.16,165.45,183.61,738.89,820.59,222.79,168.45,172.13
"2351_00201",439.42,189.86,185.29,127.18,124.38,447.24,634.32,150.51,130.16,125.29
"2351_00202",959,552.63,467.8,332.02,345.91,1119.33,1391.47,326.53,331.15,268.01
"2351_00203",5697.01,2869.37,2430.74,1633.1,1698.73,5937.15,6413.65,1760.2,1800.29,1645.09
"2351_00204",11441.34,13598.69,19987.12,20175.74,15885.63,12798.94,14572.18,23705.76,19697.93,19074.29
"2351_00205",1230.38,1329.02,2243.62,2101.31,1549.47,1346.61,1710.64,2388.6,1922.8,1785.63
"2351_00206",6037.92,6415.67,10771.4,9463.22,6603.02,6012.92,8083.01,11220.23,8794.73,7548.88
"2351_00207",66.64,45.2,35.77,29.26,47.38,36.66,41.28,34.01,44.98,33.77
"2351_00208",222.12,179.69,161.44,194.71,219.15,193.89,156.06,127.55,130.16,175.4
"2351_00209",1122.21,1211.48,1359.38,1191.91,1073.26,1244.78,1410.6,1329.08,1406.93,1374.9
"2351_00210",1840.74,2471.56,3374.6,3212.18,2639.31,2424.39,3402.16,404.76,399.11,439.05
"2351_00211",209.57,108.49,99.06,78.79,84.11,151.52,116.79,130.95,140.69,159.06
"2351_00212",196.05,129.96,132.09,123.81,145.71,167.82,140.96,446.43,338.81,362.79
"2351_00213",3100.09,2029.69,1589.61,953.3,952.43,2474.09,2146.61,1401.36,1479.67,1396.69
"2351_00214",113.96,206.81,218.31,146.32,203.75,173.52,152.03,176.87,252.67,299.6
"2351_00215",4738.01,4807.52,4909.18,5128.91,5058.29,4613.35,4793.63,5276.36,5138.63,5131.36
"2351_00216",1914.13,2558.58,3076.49,3241.44,2736.45,2709.52,2636.95,4732.99,5846.88,5631.43
"2351_00217",2905,3127.03,3456.24,2566.14,2555.21,3372.64,3220.92,3286.56,3794.87,3614.83
"2351_00218",4315.98,4978.16,6187.84,5205.45,5384.06,6066.68,5099.71,5665.81,6648.93,6513.89
"2351_00219",3746.18,3671.75,3640.61,5059.13,5111.59,3609.71,3809.93,4106.29,3732.66,3773.89
"2351_00220",84.99,44.07,35.77,36.02,40.28,57.84,44.3,35.71,36.37,32.68
"2351_00221",1288.32,1530.18,1539.16,1589.21,1489.06,1536.43,1665.33,1562.92,1544.75,1475.13
"2351_00222",788.06,1162.89,1150.25,1374.24,1285.3,1094.89,1219.3,1250.85,1325.57,1286.65
"2351_00223",2284.02,2907.79,3156.3,3754.67,3412.86,3102.18,3348.79,3377.55,3609.2,3596.31
"2351_00224",5580.15,4131.71,4093.74,3449.66,3135.66,5329.43,4736.24,4481.29,4510.78,4307.73
"2351_00225",414.31,427.18,429.28,402.93,476.21,412.21,377.57,564.63,640.3,687.45
"2351_00226",1549.08,2039.86,2343.6,2563.89,2681.96,1991.81,2040.89,1982.99,1923.76,2074.33
"2351_00227",91.75,47.46,40.36,33.77,40.28,68.43,38.26,46.77,47.85,61.01
"2351_00228",3.86,4.52,6.42,6.75,2.37,4.89,4.03,5.95,5.74,6.54
"2351_00229",1209.13,1202.44,1170.43,1133.38,1173.95,1108.74,1116.6,1337.58,1208.81,1382.53
"2351_00230",150720.17,55921.56,44510.09,27799.89,28755.24,86450.45,45409.06,67030.56,68027.31,68423.62
"2351_00231",377.61,540.2,636.58,679.8,676.41,545.81,551.76,639.46,612.54,556.71
"2351_00232",3716.24,4138.49,4203.81,4642.69,4542.98,4129.45,4032.45,4250.85,4042.76,4112.72
"2351_00233",1191.75,1439.77,1392.4,1234.68,1350.46,1128.29,1317.97,1073.13,1048.97,1070.94
"2351_00234",5054.78,5507.06,5855.79,5901.01,5622.16,6130.23,6711.68,6219.38,6048.83,5963.71
"2351_00235",1996.22,2141.57,2045.49,2381.56,2228.25,1898.13,2114.39,2335.88,2469.3,2490.51
"2351_00236",1349.16,1438.64,1515.32,1803.05,1773.36,1545.39,1579.75,1830.78,1870.16,1700.65
"2351_00237",132.31,110.75,83.47,65.28,61.6,91.24,83.57,66.33,55.51,64.28
"2351_00238",13.52,31.64,24.77,6.75,18.95,23.62,22.15,17.01,6.7,6.54
"2351_00239",61.81,42.94,47.7,29.26,27.25,65.99,37.25,56.12,43.07,63.19
"2351_00240",7215.18,4909.23,3543.38,3243.7,3905.66,5026.38,5387.67,4820.57,3446.49,3164.89
"2351_00241",25108.76,17083.97,12972.82,13697.36,16283.66,21821.98,23880.53,20457.47,15068.47,13257.66
"2351_00242",6552.67,4289.92,3162.72,3178.42,3433,5231.67,5574.94,5300.17,3696.29,3405.66
"2351_00244",27922.02,19412.01,15098.12,14695.68,17180.41,21820.35,25398.87,24277.19,17093.68,15882.17
"2351_00245",2579.54,1809.32,1578.61,1392.25,1682.15,2159.63,2604.73,2499.15,1831.88,1659.25
"2351_00246",1262.25,959.47,737.48,669.67,790.14,950.69,1168.96,1000.85,780.03,723.4
"2351_00247",284.9,248.63,215.56,202.59,212.05,240.32,254.73,195.58,173.23,167.78
"2351_00248",132.31,178.56,163.27,87.79,84.11,133.6,124.85,141.16,251.72,250.58
"2351_00249",73.4,51.99,54.12,66.4,72.26,66.8,67.46,88.44,76.57,71.9
"2351_00250",3.86,10.17,0.92,5.63,4.74,6.52,8.05,5.1,6.7,4.36
"2351_00251",9.66,10.17,8.26,6.75,8.29,11.41,11.08,14.46,7.66,14.16
"2351_00252",103.34,81.37,64.21,65.28,68.71,97.76,83.57,75.68,71.78,67.55
"2351_00253",19270.75,19210.85,19904.57,17517.31,17955.14,20596.75,20613.3,22575.66,24096.73,22209.76
"2351_00254",331.26,359.38,365.99,384.92,347.09,347.85,400.73,314.63,378.05,355.16
"2351_00255",684.72,423.79,333.88,327.52,285.49,418.73,409.79,275.51,264.16,278.9
"2351_00256",215.36,180.82,160.52,163.2,170.58,204.48,197.34,181.12,169.41,164.51
"2351_00257",127.48,73.46,104.57,79.91,82.92,112.42,107.73,100.34,111.02,96.96
"2351_00258",1183.05,1147.07,1156.67,1195.28,1100.5,1194.27,1111.57,1149.66,1102.57,1257.24
"2351_00259",1172.43,983.2,1157.58,1217.79,1121.83,1111.18,1197.15,1105.44,1036.53,973.98
"2351_00260",475.15,396.67,396.26,380.42,398.03,384.51,369.51,282.31,232.57,260.38
"2351_00261",26.08,28.25,25.68,22.51,21.32,31.77,22.15,17.86,23.93,21.79
"2351_00262",10.62,11.3,11.01,11.26,8.29,13.85,12.08,11.9,3.83,18.52
"2351_00263",14.49,14.69,10.09,9,14.22,16.29,15.1,13.61,12.44,15.25
"2351_00264",17.38,14.69,8.26,14.63,9.48,13.03,8.05,10.2,14.36,7.63
"2351_00265",8.69,12.43,10.09,6.75,4.74,14.66,12.08,11.05,13.4,10.89
"2351_00266",48.29,54.25,48.61,30.39,47.38,52.14,51.35,57.82,48.81,50.12
"2351_00267",599.74,571.84,558.61,589.76,727.35,637.05,692.71,663.26,639.34,555.63
"2351_00268",947.41,979.81,1088.79,1131.13,1019.95,993.87,1043.1,1246.6,1351.42,1208.21
"2351_00269",2377.7,2541.63,2947.16,3251.57,2942.57,2693.23,2810.13,3431.12,3342.17,3376.24
"2351_00270",1535.56,2575.54,2626.12,2736.09,2711.57,2306.27,2294.62,1897.96,2005.11,2160.4
"2351_00271",42.49,77.98,56.87,57.4,80.55,48.06,38.26,29.76,29.67,31.59
"2351_00272",1519.14,2069.24,2342.68,2840.77,2504.27,1714.83,1951.28,1653.91,2138.15,2259.54
