"","J12_GZP5_plus","J2_WT2_minus","J28_WT_minus_B","J29_WT_plus_A","J3_WT3_minus","J31_GZP_plus_A","J32_GZP_plus_B","J4_GZP1_minus","J5_GZP2_minus","J6_GZP3_minus","J8_WT4_plus","J9_WT5_plus"
"1617.00_02838",238.36,218.41,191.02,198.88,188.2,221.3,166.27,229.56,231.49,217.68,201.42,178.36
"1617.00_02839",21.94,37,40.29,28.85,39.72,23.63,39.04,28.6,40.42,23.99,22.13,24.96
"1617.00_02840",15.89,14.32,16.42,19.58,13.24,16.11,14.46,11.73,11.02,8,16.97,17.62
"1617.00_02841",12.11,7.16,19.4,27.82,12.29,21.49,18.8,19.8,15.92,16.88,13.28,21.29
"1617.00_02842",23.46,10.74,35.82,43.28,47.29,40.82,52.05,41.81,26.95,31.1,30.25,37.43
"1617.00_02843",3.78,1.19,14.92,6.18,4.73,7.52,5.78,9.53,0,6.22,3.69,5.14
"1617.00_02844",1.51,0,1.49,1.03,0,2.15,2.89,2.93,1.22,0,0.74,0
"1617.00_02846",0,1.19,0,3.09,0,2.15,0,2.2,0,0,0.74,0.73
"1617.00_02847",1.51,0,8.95,2.06,1.89,5.37,0,4.4,3.67,6.22,2.95,2.2
"1617.00_02853",0.76,1.19,4.48,0,0,3.22,7.23,4.4,1.22,1.78,3.69,0
"1617.00_02854",0.76,0,1.49,4.12,0,2.15,0,0.73,1.22,0.89,1.48,5.14
"1617.00_02855",310.25,424.88,329.82,638.89,351.81,294.35,268.93,337.38,336.82,346.52,592.46,644.43
"1617.00_02856",405.59,591.96,934.23,952.15,771.71,944.29,828.46,675.49,793.67,673.48,586.56,491.03
"1617.00_02857",301.17,543.03,432.79,481.23,344.24,427.56,397.6,359.38,384.59,342.07,391.04,356.71
"1617.00_02858",74.16,38.19,68.65,53.58,64.31,68.75,82.41,72.61,67.36,47.09,102.55,125.51
"1617.00_02859",1334.82,954.78,746.19,1466.35,866.28,1017.34,916.66,1045.87,967.6,1037.77,1729.42,1723.37
"1617.00_02860",6.05,2.39,4.48,13.4,5.67,8.59,10.12,5.87,4.9,12.44,14.02,15.41
"1617.00_02861",63.56,39.38,79.1,60.8,52.96,45.12,49.16,57.21,41.64,55.09,64.19,64.59
"1617.00_02862",75.67,62.06,59.7,55.64,65.26,96.68,60.73,78.48,67.36,77.3,64.93,63.86
"1617.00_02863",89.29,94.28,156.7,69.04,129.56,136.43,148.92,118.82,120.03,99.51,42.05,41.84
"1617.00_02864",9.84,7.16,38.8,42.25,24.59,20.41,17.35,23.47,20.82,16.88,33.94,35.96
"1617.00_02865",80.21,613.45,317.88,251.43,297.9,176.18,192.3,196.56,252.31,188.36,134.28,87.34
"1617.00_02866",17.4,10.74,17.91,24.73,18.91,32.23,17.35,14.67,18.37,10.66,33.94,29.36
"1617.00_02867",66.59,157.54,114.91,79.35,96.46,110.65,67.95,103.41,110.23,95.96,49.43,31.56
"1617.00_02868",139.99,118.15,113.42,133.96,98.36,110.65,109.88,109.28,88.19,81.74,137.97,155.6
"1617.00_02869",187.66,255.4,196.99,227.73,224.14,242.79,208.2,214.89,247.41,212.35,171.91,157.07
"1617.00_02870",15.89,15.52,20.89,21.64,9.46,20.41,24.58,22,20.82,13.33,19.92,19.08
"1617.00_02871",23.46,48.93,37.31,11.34,40.67,11.82,13.01,17.6,12.25,13.33,13.28,19.08
"1617.00_02872",11.35,57.29,32.83,22.67,42.56,16.11,13.01,19.8,3.67,16.88,11.8,11.01
"1617.00_02873",74.91,100.25,91.03,63.89,117.27,87.02,88.2,114.41,93.09,116.39,88.54,73.4
"1617.00_02874",172.53,387.88,379.06,222.58,338.57,235.27,198.08,307.31,308.65,290.54,196.99,180.56
"1617.00_02875",976.9,1370.11,928.26,1165.45,927.76,1404.08,1324.39,942.45,1012.91,1031.55,751.09,769.94
"1617.00_02876",1228.88,1580.16,1128.24,1144.84,1104.61,1421.27,1455.96,1128.74,1303.19,1240.35,860.28,744.99
"1617.00_02877",125.61,303.14,176.1,243.19,115.38,253.53,267.48,140.08,138.4,151.93,105.51,80.74
"1617.00_02878",49.94,45.35,70.14,91.71,49.18,91.31,88.2,53.54,69.81,55.98,30.25,27.16
"1617.00_02879",705.24,846.17,607.4,764.6,668.63,613.41,610.14,692.35,623.43,706.36,847,830.13
"1617.00_02880",24.97,21.48,35.82,40.19,29.32,33.3,39.04,28.6,23.27,31.99,28.77,19.82
"1617.00_02881",27.24,44.16,53.73,50.49,36.88,38.67,57.83,33,42.87,47.98,31.73,36.7
"1617.00_02882",3.03,5.97,8.95,6.18,11.35,4.3,1.45,7.33,3.67,6.22,4.43,6.61
"1617.00_02883",345.06,1037.13,498.45,632.7,546.63,545.73,500.26,476.73,520.54,560.64,335.7,336.16
"1617.00_02885",932.25,1044.29,922.29,1277.77,991.12,1039.9,973.05,1064.2,1042.31,1014.67,1145.81,1100.23
"1617.00_02886",164.2,85.93,104.47,93.77,87.01,108.5,120,111.48,97.98,115.51,149.77,175.42
"1617.00_02887",87.78,106.22,56.71,62.86,66.2,52.64,52.05,61.61,77.16,67.53,74.52,90.28
"1617.00_02888",497.15,1177.96,959.6,454.43,1015.71,505.98,493.03,757.63,618.53,811.2,576.96,613.6
"1617.00_02889",6101.27,33281.25,20645.52,9897.58,21670.36,6836.7,6987.72,16450.75,15671.37,15891.72,9006.39,8338.7
"1617.00_02890",108.21,75.19,126.85,206.09,130.51,116.02,80.97,137.15,112.68,127.94,205.85,220.19
"1617.00_02891",66.59,39.38,68.65,90.68,60.53,58.01,53.5,76.28,52.67,60.42,67.14,64.59
"1617.00_02892",937.55,1730.54,1065.56,1218.01,1029.9,870.16,876.18,1130.21,998.22,1042.21,1418.8,1248.49
"1617.00_02893",5105.45,6037.79,4527.87,5499.57,5226.08,3739.56,3996.29,5387.02,4900.44,5012.03,6827.65,6843.59
"1617.00_02894",168.74,180.21,173.12,141.17,218.46,163.29,179.28,199.49,182.5,191.03,187.4,204.05
"1617.00_02895",210.36,408.17,380.56,272.04,406.66,369.55,335.43,326.37,387.04,357.18,165.27,142.39
"1617.00_02896",280.74,192.15,168.64,192.7,161.72,186.92,161.93,188.49,192.29,203.47,207.32,260.56
"1617.00_02897",1651.88,2746.19,2822.08,2879.11,2760.57,2325.81,2434.79,2674.07,2703.14,2673.5,2040.03,1673.46
"1617.00_02898",31.78,45.35,67.16,35.04,40.67,38.67,41.93,32.27,35.52,44.43,45.01,41.1
"1617.00_02899",5267.39,18114.57,14083.55,25528.64,11271.16,17999.5,15362.01,11398.91,9811.91,10164.45,9624.67,8322.55
"1617.00_02900",131.67,46.55,92.53,106.14,89.84,91.31,121.45,100.48,128.6,131.5,113.62,102.76
"1617.00_02901",325.38,294.79,295.49,307.08,290.34,313.69,310.85,326.37,349.07,330.52,305.45,313.41
"1617.00_02902",65.83,51.32,80.59,82.44,68.09,62.31,43.38,56.47,56.34,72.86,79.68,77.07
"1617.00_02903",22.7,114.57,204.46,61.83,215.63,53.71,52.05,114.41,88.19,91.52,41.32,61.65
"1617.00_02904",34.05,150.38,135.81,30.91,128.62,37.6,30.36,79.94,63.69,82.63,61.24,44.04
"1617.00_02905",38.59,264.95,196.99,48.43,197.66,42.97,24.58,113.68,99.21,112.84,110.67,95.42
"1617.00_02906",106.69,395.04,486.51,109.23,458.68,79.5,115.67,241.3,211.89,221.24,188.14,234.87
"1617.00_02907",133.94,87.12,135.81,138.08,139.97,129.99,106.99,149.62,158,147.49,141.66,141.66
"1617.00_02908",60.54,110.99,104.47,81.41,104.98,95.61,120,88.01,82.06,87.07,59.76,77.07
"1617.00_02909",22.7,25.06,35.82,28.85,25.53,35.45,33.25,20.54,28.17,23.1,14.76,22.02
"1617.00_02910",144.53,102.64,134.31,128.81,139.97,129.99,157.6,132.75,134.73,136.83,162.32,159.27
"1617.00_02911",241.39,198.12,137.3,169,140.91,172.96,153.26,166.49,187.4,192.8,253.8,283.31
"1617.00_02912",208.85,163.51,240.27,221.55,186.31,211.63,232.78,237.63,197.19,172.37,239.05,236.34
"1617.00_02913",102.15,157.54,135.81,106.14,118.22,121.39,111.33,132.75,132.28,115.51,101.08,118.17
"1617.00_02917",121.07,120.54,156.7,201.97,129.56,158.99,180.73,137.15,145.75,151.05,157.89,165.14
"1617.00_02918",94.59,63.25,120.88,169,125.78,139.66,153.26,159.89,118.81,122.61,124.69,162.21
"1617.00_02919",74.16,62.06,62.68,77.28,72.82,75.2,70.85,66.01,56.34,78.19,73.78,84.41
"1617.00_02920",267.87,231.53,311.91,351.39,308.31,369.55,345.55,347.64,358.87,277.21,270.77,335.43
"1617.00_02921",222.47,125.31,201.47,240.1,239.27,254.6,289.17,273.57,221.69,217.68,265.61,296.53
"1617.00_02922",2253.45,2773.64,2378.85,2869.83,2421.06,2291.43,2206.35,2308.09,2438.59,2152.84,2466.48,2348.72
"1617.00_02923",1763.11,2073.07,2381.83,2276.29,2295.28,2257.06,2157.19,2239.88,2416.54,2255.9,1907.23,1732.18
"1617.00_02924",1241.74,983.42,958.11,1186.06,1047.86,1068.91,1039.56,1091.34,1085.18,1043.1,1248.37,1316.75
"1617.00_02925",1122.19,528.71,528.3,654.34,568.38,673.57,816.9,674.75,643.02,668.15,1028.5,1258.77
"1617.00_02926",996.57,667.15,541.73,656.4,580.68,601.59,701.23,636.61,603.83,703.69,973.9,1089.95
"1617.00_02927",31.78,29.84,16.42,18.55,41.61,20.41,33.25,39.61,35.52,31.1,36.89,33.76
"1617.00_02928",2289.77,1275.83,1086.45,864.56,1364.68,1236.49,1301.25,1515.26,1347.28,1396.72,1775.16,1788.7
"1617.00_02929",486.56,702.96,874.53,578.09,778.33,815.38,743.16,745.89,737.33,739.23,399.15,361.12
"1617.00_02930",663.63,443.97,477.56,397.76,509.75,465.16,510.38,511.93,505.84,474.46,529.74,623.88
"1617.00_02931",231.55,183.8,244.75,197.85,230.76,213.78,258.8,266.23,243.74,269.22,223.55,259.83
"1617.00_02932",16.65,15.52,7.46,5.15,9.46,8.59,8.68,14.67,14.7,8,7.38,6.61
"1617.00_02933",14.38,16.71,10.45,5.15,8.51,6.45,11.57,6.6,8.57,12.44,5.9,8.07
"1617.00_02934",6.05,23.87,10.45,18.55,16.08,12.89,15.9,8.8,22.05,15.1,13.28,11.74
"1617.00_02935",4.54,3.58,1.49,3.09,8.51,2.15,1.45,5.87,2.45,0.89,1.48,1.47
"1617.00_02936",6.05,5.97,4.48,14.43,10.4,2.15,11.57,13.94,7.35,8,3.69,5.87
"1617.00_02937",6.81,3.58,5.97,11.34,16.08,7.52,10.12,8.8,13.47,8,6.64,10.28
"1617.00_02938",339,383.11,570.09,657.43,574.06,492.02,445.32,494.33,474,492.23,484,516.72
"1617.00_02939",196.74,196.92,208.93,105.11,237.38,224.52,227,188.49,210.67,188.36,103.29,79.27
"1617.00_02940",1204.67,1914.33,2386.31,906.81,1966.16,2262.43,2204.9,1826.96,1729.42,1626.84,571.06,464.61
"1617.00_02941",29.51,16.71,37.31,36.07,39.72,27.93,34.7,36.67,25.72,31.1,22.87,22.75
"1617.00_02942",63.56,68.03,85.07,57.71,70.93,78.42,52.05,69.68,69.81,79.97,64.93,54.31
"1617.00_02943",64.32,62.06,107.45,88.62,104.03,103.13,88.2,86.54,104.11,98.62,59.76,44.77
"1617.00_02944",12.11,13.13,7.46,9.27,17.02,19.34,20.24,11,12.25,8,10.33,11.01
"1617.00_02945",1.51,5.97,1.49,2.06,2.84,2.15,1.45,2.2,2.45,5.33,3.69,5.14
"1617.00_02946",4.54,1.19,0,4.12,0.95,3.22,0,2.93,2.45,0.89,2.21,1.47
"1617.00_02947",12.11,8.35,16.42,11.34,11.35,10.74,14.46,9.53,8.57,10.66,12.54,11.01
"1617.00_02948",3.03,7.16,10.45,3.09,7.57,8.59,13.01,6.6,11.02,8,8.85,9.54
"1617.00_02949",8.32,4.77,8.95,5.15,0.95,7.52,11.57,7.33,6.12,7.11,8.12,8.07
"1617.00_02950",99.88,359.24,237.29,393.64,183.47,194.44,147.48,135.68,153.1,175.92,247.9,249.55
"1617.00_02951",2764.22,2829.73,2090.82,1741.48,2418.22,1741.4,2175.98,2734.95,2414.09,2627.3,3248.56,3632.44
"1617.00_02952",2533.43,1877.34,1604.3,1367.42,1854.57,1380.45,1547.04,2043.33,2102.99,2103.97,2574.94,2599.74
"1617.00_02953",1464.97,1182.73,1198.38,1128.35,1338.2,1066.76,1250.65,1590.8,1324.01,1545.99,1903.54,1750.53
"1617.00_02954",2248.16,2172.12,1917.7,1637.4,2204.49,1591,2051.64,2398.3,2041.75,2398.06,2773.41,2807.46
"1617.00_02955",5.3,26.26,25.37,19.58,17.02,12.89,8.68,11,15.92,11.55,6.64,3.67
"1617.00_02956",3.78,3.58,4.48,3.09,3.78,5.37,5.78,2.93,9.8,8.89,2.21,3.67
"1617.00_02957",155.12,208.86,211.92,182.39,200.49,189.07,225.55,203.16,215.57,191.03,153.46,171.02
"1617.00_02958",338.24,227.95,283.55,549.24,226.97,253.53,371.58,299.24,254.76,261.22,699.44,742.78
"1617.00_02959",108.21,68.03,70.14,104.08,70.93,68.75,95.43,51.34,62.47,55.09,157.15,185.7
"1617.00_02960",148.31,81.16,102.97,165.9,107.81,114.95,130.13,123.22,109.01,114.62,261.92,303.87
"1617.00_02961",40.86,20.29,25.37,24.73,21.75,27.93,39.04,35.94,34.29,36.43,56.07,60.19
"1617.00_02962",279.22,136.06,176.1,191.67,186.31,241.71,221.21,206.09,170.25,207.02,241.26,259.83
"1617.00_02963",321.6,181.41,204.46,235.98,198.6,200.89,273.26,195.09,198.42,205.24,288.48,359.65
"1617.00_02964",874.75,989.39,753.65,875.89,871.96,746.62,692.56,880.84,803.47,822.75,1013.74,869.03
"1617.00_02965",381.38,325.82,313.4,336.96,322.49,258.9,279.05,332.24,311.1,323.41,400.63,455.8
"1617.00_02966",899.72,858.11,886.47,873.83,813.32,792.82,773.52,869.84,944.32,784.55,905.29,872.7
"1617.00_02967",478.23,393.85,264.15,282.35,350.86,261.05,322.42,361.58,336.82,373.17,445.63,502.77
"1617.00_02968",135.45,78.77,119.39,105.11,129.56,118.17,118.56,160.62,111.46,119.06,137.23,140.92
"1617.00_02969",136.21,75.19,53.73,74.19,84.17,84.87,66.51,94.61,84.51,93.29,115.84,136.52
"1617.00_02970",35.56,107.41,62.68,70.07,64.31,63.38,41.93,56.47,51.44,56.86,36.89,29.36
"1617.00_02971",853.56,751.89,538.75,620.34,604.32,575.81,654.96,656.42,635.67,662.82,934.06,924.08
"1617.00_02972",894.42,797.24,729.77,718.23,639.31,683.24,814.01,725.36,699.36,690.36,1029.98,1020.23
"1617.00_02973",630.33,670.73,461.14,568.81,505.02,424.34,347,562.54,516.87,513.55,797.57,786.82
"1617.00_02974",286.79,127.7,143.27,171.06,175.9,151.47,147.48,197.29,167.8,166.15,281.84,328.82
"1617.00_02975",227.77,170.67,185.05,187.54,158.88,190.15,211.09,178.22,206.99,219.46,222.08,229.73
"1617.00_02976",1835,5371.83,3084.74,3058.41,2543.06,3280.84,2605.4,2166.54,2688.45,2622.85,1298.54,1435.66
"1617.00_02977",1244.01,4069.75,2202.75,2255.68,1787.42,2580.41,2005.37,1618.67,1975.61,1971.58,952.51,1076.01
"1617.00_02978",1562.59,3874.02,2541.52,2231.98,2230.02,2932.77,2579.37,1978.78,2415.31,2447.82,1134.01,1173.63
"1617.00_02979",1363.57,3402.6,2205.73,2138.21,1993.59,2396.71,2142.73,1712.55,2061.35,1959.14,1017.43,1033.44
"1617.00_02980",1879.64,6177.43,3208.61,2940.94,2613.04,3259.36,2839.62,2371.17,3053.44,2761.46,1463.07,1533.27
"1617.00_02981",1407.46,2887.02,1974.41,1849.68,1897.13,2001.38,1869.47,1642.14,1909.47,1944.04,1047.68,1123.72
"1617.00_02982",665.9,934.49,656.65,602.82,658.23,604.82,634.72,676.22,623.43,741.9,567.37,537.27
"1617.00_02983",700.7,512,334.29,318.41,432.2,323.36,329.65,384.32,412.76,432.7,578.44,540.21
"1617.00_02984",947.39,1703.09,1065.56,1096.41,1177.43,988.33,984.61,1039.27,1068.03,1121.29,951.03,929.95
"1617.00_02985",361.7,242.28,323.85,375.09,301.69,300.8,360.01,357.18,399.29,362.51,376.28,444.06
"1617.00_02986",92.32,54.9,64.17,89.65,97.41,76.27,76.63,85.81,88.19,67.53,115.1,121.84
"1617.00_02987",40.86,23.87,32.83,46.37,31.21,33.3,27.47,38.14,26.95,35.54,58.29,52.11
"1617.00_02988",1964.39,3006.36,2619.12,2270.11,2225.29,2531,2622.75,2495.12,2821.95,2382.07,1813.53,1503.92
"1617.00_02989",3774.42,3453.92,7136.54,5168.79,6108.44,6357.57,7232.07,6568.57,6589.45,6975.62,4573.65,4279.08
"1617.00_02990",201.28,214.83,356.68,260.71,277.1,341.62,325.31,286.77,291.5,311.86,255.28,215.79
"1617.00_02991",219.44,202.89,113.42,120.56,142.8,119.24,135.91,139.35,156.77,133.28,199.95,209.18
"1617.00_02992",137.72,127.7,104.47,116.44,135.24,117.1,143.14,131.28,143.3,136.83,173.38,162.94
"1617.00_02993",89.29,60.87,74.62,72.13,83.22,60.16,72.29,89.48,100.43,89.74,127.64,124.04
"1617.00_02994",99.13,79.96,85.07,65.95,90.79,59.09,73.74,79.94,88.19,83.52,79.68,85.14
"1617.00_02995",178.58,151.57,104.47,124.69,169.28,125.69,176.39,169.42,171.47,137.72,177.81,189.37
"1617.00_02996",556.93,531.1,461.14,490.5,504.07,463.01,572.55,566.94,505.84,518.88,550.4,573.97
"1617.00_02997",62.81,91.9,65.66,61.83,51.07,85.94,75.18,61.61,67.36,64.86,61.24,55.78
"1617.00_02998",68.1,42.97,55.22,145.3,43.5,62.31,52.05,75.54,64.91,66.64,143.87,170.28
"1617.00_02999",18.16,19.1,11.94,16.49,15.13,17.19,14.46,15.4,15.92,8.89,14.76,11.01
"1617.00_03000",857.34,1550.32,947.66,921.23,954.24,958.25,921,1108.94,1017.81,979.13,977.59,943.89
"1617.00_03001",572.82,495.29,380.56,355.51,445.44,328.73,362.9,496.53,459.3,413.15,447.11,498.37
"1617.00_03002",905.01,423.68,450.7,391.58,511.64,424.34,521.95,597.01,515.64,585.52,827.08,1007.75
"1617.00_03003",88.53,40.58,73.13,56.68,70.93,78.42,63.62,48.41,51.44,66.64,75.26,101.29
"1617.00_03004",192.2,120.54,129.84,121.59,134.29,145.03,150.37,137.88,143.3,127.94,146.09,184.96
"1617.00_03005",97.61,62.06,134.31,119.53,118.22,147.18,147.48,125.42,122.48,138.61,104.77,98.35
"1617.00_03006",274.68,97.86,150.73,14.43,200.49,204.11,196.63,258.17,248.64,243.45,17.71,17.62
"1617.00_03007",160.42,190.96,298.48,268.95,236.43,297.57,267.48,217.83,229.04,189.25,221.34,263.5
"1617.00_03008",12.86,7.16,7.46,5.15,9.46,9.67,7.23,10.27,6.12,10.66,9.59,12.48
"1617.00_03009",4.54,7.16,10.45,6.18,10.4,5.37,10.12,7.33,14.7,4.44,10.33,8.81
"1617.00_03010",13.62,9.55,10.45,4.12,14.19,16.11,8.68,8.07,11.02,13.33,11.07,9.54
"1617.00_03011",0.76,2.39,8.95,3.09,0.95,6.45,4.34,3.67,12.25,2.67,1.48,1.47
"1617.00_03012",10.59,17.9,5.97,12.37,19.86,13.97,11.57,11,9.8,15.1,6.64,8.81
"1617.00_03013",6.05,31.03,8.95,9.27,13.24,10.74,7.23,7.33,12.25,12.44,0.74,2.2
"1617.00_03014",10.59,38.19,14.92,16.49,23.64,29.01,14.46,16.14,23.27,15.99,6.64,4.4
"1617.00_03015",68.1,276.89,196.99,102.02,155.1,122.47,127.23,121.02,145.75,113.73,33.2,31.56
"1617.00_03016",57.51,69.22,71.63,51.52,61.47,59.09,49.16,45.47,56.34,67.53,41.32,64.59
"1617.00_03017",27.24,41.77,38.8,20.61,33.1,19.34,37.59,30.07,39.19,22.21,22.87,15.41
"1617.00_03018",62.05,28.64,588,219.49,378.29,391.04,347,589.67,340.5,326.97,168.96,160.74
"1617.00_03019",6.81,19.1,13.43,9.27,12.29,20.41,17.35,13.94,8.57,18.66,6.64,5.87
"1617.00_03020",129.4,157.54,159.68,145.3,141.86,157.92,124.34,162.09,173.92,135.05,119.52,119.64
"1617.00_03021",52.21,40.58,37.31,64.92,42.56,38.67,59.28,53.54,46.54,44.43,47.96,46.97
"1617.00_03022",478.23,662.38,774.54,506.99,557.98,786.37,734.48,427.59,525.44,502,233.15,223.86
"1617.00_03023",47.67,58.48,44.77,24.73,39.72,35.45,40.48,24.2,50.22,38.21,18.45,11.74
"1617.00_03024",9.08,19.1,7.46,6.18,6.62,12.89,17.35,3.67,8.57,10.66,5.9,4.4
"1617.00_03025",62.05,145.6,80.59,31.94,62.42,64.46,54.94,61.61,72.26,69.3,28.04,19.08
"1617.00_03026",83.24,210.05,162.67,89.65,104.03,125.69,99.76,103.41,111.46,102.18,50.17,36.7
"1617.00_03027",77.94,198.12,149.24,87.59,99.3,96.68,109.88,87.28,99.21,112.84,34.68,44.77
"1617.00_03028",5.3,7.16,7.46,4.12,6.62,4.3,2.89,2.93,4.9,2.67,3.69,0.73
"1617.00_03029",213.39,461.87,434.28,366.84,365.05,431.86,371.58,352.78,329.47,357.18,199.95,224.6
"1617.00_03030",24.97,10.74,13.43,26.79,11.35,26.86,20.24,20.54,23.27,17.77,31.73,26.42
"1617.00_03031",344.3,638.51,550.69,130.87,433.14,501.69,436.64,369.65,442.15,350.96,129.85,104.22
"1617.00_03032",117.29,205.28,119.39,64.92,143.75,112.8,108.44,128.35,131.05,153.71,53.86,61.65
"1617.00_03033",24.21,5.97,22.39,27.82,30.26,19.34,30.36,37.4,25.72,31.99,42.79,46.24
"1617.00_03034",32.54,31.03,28.36,31.94,40.67,37.6,30.36,29.34,33.07,36.43,33.94,24.96
"1617.00_03035",28.75,22.68,26.86,28.85,34.05,29.01,28.92,28.6,24.5,21.32,22.87,33.76
"1617.00_03037",105.94,187.38,220.87,185.48,186.31,215.93,215.43,176.76,166.57,137.72,99.6,114.5
"1617.00_03038",6.81,10.74,10.45,16.49,13.24,18.26,13.01,9.53,8.57,9.77,14.76,8.07
"1617.00_03039",13.62,5.97,25.37,12.37,9.46,16.11,27.47,9.53,18.37,21.32,13.28,16.15
"1617.00_03040",11.35,4.77,7.46,8.24,9.46,9.67,14.46,11,13.47,8.89,11.07,12.48
"1617.00_03041",50.7,94.28,101.48,90.68,68.09,77.35,76.63,57.94,86.96,71.08,43.53,42.57
"1617.00_03042",93.07,173.05,140.28,131.9,92.68,139.66,118.56,121.75,112.68,123.5,74.52,71.2
"1617.00_03043",34.81,68.03,28.36,37.1,22.7,58.01,43.38,35.94,52.67,38.21,24.35,34.5
"1617.00_03044",59.02,51.32,43.28,49.46,54.85,59.09,73.74,62.34,52.67,51.53,65.66,63.86
"1617.00_03045",162.69,114.57,382.05,313.26,413.28,446.9,426.52,357.18,303.75,375.84,196.99,171.02
"1617.00_03046",158.15,75.19,161.18,182.39,145.64,160.07,169.16,166.49,199.64,164.37,172.65,198.17
"1617.00_03047",39.35,53.71,59.7,51.52,65.26,71.98,70.85,51.34,57.57,34.65,42.05,30.09
"1617.00_03048",15.89,11.93,14.92,32.97,23.64,27.93,23.13,23.47,20.82,18.66,30.99,27.16
"1617.00_03049",20.43,5.97,22.39,30.91,23.64,20.41,23.13,16.14,19.6,16.88,22.87,24.22
"1617.00_03050",8.32,7.16,13.43,6.18,10.4,4.3,5.78,5.87,12.25,8,6.64,7.34
"1617.00_03051",3.78,4.77,2.98,5.15,5.67,5.37,2.89,4.4,14.7,4.44,7.38,4.4
"1617.00_03052",87.78,145.6,92.53,53.58,93.63,73.05,63.62,68.94,73.49,63.97,53.12,37.43
"1617.00_03053",12.86,20.29,13.43,22.67,17.97,11.82,13.01,18.34,6.12,15.99,12.54,10.28
"1617.00_03054",1.51,0,1.49,0,2.84,2.15,4.34,1.47,0,1.78,3.69,0
"1617.00_03055",6.81,3.58,4.48,2.06,5.67,3.22,1.45,7.33,3.67,1.78,3.69,2.94
"1617.00_03056",93.07,126.51,161.18,137.05,128.62,141.8,141.69,108.55,102.88,98.62,85.59,76.33
"1617.00_03057",32.54,84.74,68.65,79.35,72.82,71.98,46.27,62.34,67.36,53.31,45.01,50.64
"1617.00_03058",217.93,278.08,226.84,290.59,302.63,213.78,198.08,260.37,281.7,284.32,292.91,295.06
"1617.00_03059",99.88,63.25,137.3,134.99,144.7,132.14,144.58,138.62,135.95,140.38,115.84,135.79
"1617.00_03060",65.08,39.38,70.14,73.16,84.17,69.83,73.74,94.61,66.14,72.86,78.21,67.53
"1617.00_03061",4.54,9.55,10.45,6.18,8.51,7.52,5.78,8.8,8.57,8.89,5.9,2.94
"1617.00_03062",6.81,3.58,1.49,4.12,6.62,6.45,4.34,5.87,7.35,4.44,5.9,8.81
"1617.00_03063",10.59,10.74,11.94,10.3,8.51,18.26,8.68,10.27,9.8,10.66,12.54,13.21
"1617.00_03064",3.03,0,1.49,2.06,4.73,5.37,1.45,3.67,4.9,0.89,0.74,2.94
"1617.00_03065",8.32,5.97,13.43,11.34,16.08,15.04,17.35,16.14,8.57,8.89,8.12,9.54
"1617.00_03066",26.48,34.61,31.34,23.7,24.59,22.56,17.35,26.4,31.84,28.43,14.76,24.22
"1617.00_03067",18.16,38.19,29.85,28.85,34.99,21.49,33.25,27.87,30.62,17.77,16.23,19.82
"1617.00_03068",186.9,190.96,131.33,139.11,154.15,126.76,131.57,170.15,209.44,148.38,201.42,182.03
"1617.00_03069",261.06,379.53,385.03,492.56,350.86,286.83,302.18,334.44,306.2,293.21,347.51,335.43
"1617.00_03070",1197.86,810.37,752.16,695.56,867.23,719.77,883.41,910.92,859.81,861.85,1113.35,1243.35
"1617.00_03071",159.66,32.22,77.6,104.08,85.12,89.16,112.78,90.94,106.56,93.29,132.8,184.96
"1617.00_03072",267.12,177.83,167.15,189.6,181.58,174.03,177.84,202.43,176.37,218.57,271.51,307.54
"1617.00_03073",538.01,276.89,341.75,398.79,370.72,372.77,440.98,434.19,394.39,457.58,597.62,605.53
"1617.00_03074",1080.57,847.37,1552.07,1431.31,1443.18,1615.71,1648.25,1497.66,1543.25,1396.72,1101.54,918.94
"1617.00_03075",354.14,66.83,95.51,119.53,149.42,114.95,151.81,170.15,197.19,199.91,360.05,438.92
"1617.00_03076",1548.96,849.75,870.06,851.16,910.73,984.04,1055.46,1119.21,1075.38,1080.42,1674.08,1771.82
"1617.00_03077",82.48,44.16,46.26,81.41,77.55,62.31,93.98,75.54,68.59,81.74,106.98,118.9
"1617.00_03078",201.28,1008.49,419.36,339.02,403.82,427.56,407.73,374.05,373.57,365.17,138.71,119.64
"1617.00_03079",18448.34,25121.46,10451.11,10394.26,15258.34,10251.82,10940.64,14365.62,14366.95,13941.46,15488.74,14681.71
"1617.00_03080",2247.4,2343.99,1211.81,1129.39,1705.14,1273.02,1363.42,1642.14,1483.24,1657.05,1677.77,1475.29
"1617.00_03081",42.38,14.32,23.88,22.67,18.91,27.93,27.47,24.2,15.92,31.1,35.41,42.57
"1617.00_03082",46.92,44.16,43.28,39.16,31.21,32.23,46.27,43.27,47.77,39.98,50.17,46.97
"1617.00_03083",144.53,103.83,89.54,76.25,110.65,74.13,88.2,121.75,115.13,101.29,167.48,149.73
"1617.00_03084",210.36,195.73,165.65,157.66,166.45,162.22,144.58,167.95,162.9,162.6,222.82,259.83
"1617.00_03085",188.42,128.9,138.79,71.1,131.46,161.14,141.69,151.82,140.85,151.05,82.63,98.35
"1617.00_03086",180.85,212.44,198.49,87.59,174.96,182.63,172.05,192.89,224.14,203.47,104.03,102.02
"1617.00_03087",210.36,738.76,453.68,534.81,349.92,483.42,371.58,299.97,382.14,338.52,199.95,226.8
