"","WT1-","PZGH2-","PZGH3-","PZGH2+","PZGH3+","WT2-","WT3-","WT1+","WT2+","WT3+"
"2351_02867",25,17,26,28,21,21,23,48,37,35
"2351_02868",14,4,12,11,9,10,6,17,16,11
"2351_02869",63,52,78,72,59,102,92,122,110,79
"2351_02870",72,73,103,70,56,115,103,112,96,76
"2351_02871",447,424,550,427,444,597,479,590,518,503
"2351_02872",259,246,360,275,297,344,302,357,368,261
"2351_02873",212,200,201,164,175,243,192,208,210,184
"2351_02874",531,333,412,321,281,531,383,465,404,396
"2351_02875",163,99,156,131,112,157,162,195,160,124
"2351_02876",721,548,659,565,572,819,669,926,842,667
"2351_02877",43,31,54,40,41,53,41,69,59,40
"2351_02878",257,178,236,201,180,293,215,413,384,302
"2351_02879",28,24,40,16,32,44,30,11515,6873,6228
"2351_02880",41,23,36,19,23,46,35,29125,17653,16083
"2351_02881",222,189,260,237,195,266,178,308,280,215
"2351_02882",747,717,818,731,636,971,854,965,768,633
"2351_02883",1272,998,1213,1085,1020,1378,1075,1399,1049,998
"2351_02884",77,47,46,53,39,71,50,63,50,58
"2351_02885",78,48,77,50,44,80,72,77,70,47
"2351_02886",13,8,15,9,8,19,22,19,12,10
"2351_02887",41,42,41,14,26,47,60,46,29,20
"2351_02888",36,21,30,20,17,28,38,30,32,19
"2351_02889",1219,1215,1742,1492,1254,1940,1549,2104,1989,1682
"2351_02890",741,653,839,804,764,1040,799,972,907,800
"2351_02891",6492,6008,7252,6464,6161,8006,6679,8223,7361,6320
"2351_02892",84,138,132,134,138,130,140,147,143,125
"2351_02893",29545,33440,41585,35388,33403,41022,36323,37530,37020,32193
"2351_02894",63261,37214,37447,26357,27251,57581,36207,49895,41243,39211
"2351_02895",6438,5894,6272,5335,5467,6060,5265,4971,4199,4019
"2351_02896",1852,2004,2285,1831,1848,2436,2156,1917,1678,1381
"2351_02897",8,11,6,7,4,6,4,6,2,6
"2351_02901",1498,1356,1537,1210,1126,1800,1437,1527,1335,1199
"2351_02902",1458,1599,2044,2202,2189,2140,1642,2168,1950,1681
"2351_02903",13886,10462,12541,11713,11673,14726,10502,14343,12855,11349
"2351_02904",21392,16460,17075,12173,11564,19516,15588,19052,18156,15720
"2351_02905",461,522,637,563,491,636,649,967,648,541
"2351_02906",1081,1136,1491,1235,1138,1644,1254,2261,1336,1217
"2351_02907",5034,4916,5404,4326,4340,4781,4558,8551,4610,4478
"2351_02908",778,839,1018,877,989,1062,887,658,543,450
"2351_02909",1742,1817,2191,2027,1867,2294,1948,1701,1395,1277
"2351_02910",343,549,632,406,392,610,562,540,581,531
"2351_02911",260,184,205,212,209,306,215,320,257,204
"2351_02912",16,14,24,19,13,28,22,33,38,21
"2351_02913",155,119,144,139,132,139,111,181,151,136
"2351_02914",2213,1589,1859,1058,1020,2176,1736,4024,3940,3477
"2351_02915",2101,1487,1962,1245,1113,2405,1959,4970,5006,4174
"2351_02916",465,292,408,222,207,448,449,1092,1086,796
"2351_02917",987,435,634,339,330,850,601,1939,1808,1588
"2351_02918",13038,7854,9828,5761,5210,12065,7821,14066,13195,11149
"2351_02919",1359,820,867,663,654,1290,848,1022,932,855
"2351_02920",13396,12258,13839,9766,9848,13683,10774,18244,14398,13492
"2351_02921",380,323,288,246,220,258,179,317,231,163
"2351_02922",475,473,504,457,445,628,500,680,595,556
"2351_02923",236,185,212,201,188,297,189,279,274,234
"2351_02924",3189,1950,1746,1083,1083,2281,1731,2035,1702,1604
"2351_02925",41543,21774,21927,11453,10831,32675,20452,36399,31923,26708
"2351_02926",1692,1221,1684,734,679,1887,1631,1899,1451,1117
"2351_02927",1758,1256,1848,707,516,2014,1807,2254,1904,1329
"2351_02928",4101,3265,4506,2170,1399,4764,4472,5954,5095,3375
"2351_02929",3541,2398,2958,1317,1066,3808,3353,4321,3719,2302
"2351_02930",4726,2457,3065,1486,1301,4307,3759,5172,4242,2793
"2351_02931",14846,4862,5397,2438,2135,10228,7133,11729,8454,5747
"2351_02932",117,90,73,64,60,94,73,74,61,75
"2351_02933",2207,2242,2735,2141,2127,2722,2214,2556,2320,2104
"2351_02934",7440,6394,6335,5529,5701,6757,5564,4901,4120,4222
"2351_02935",1828,1883,2077,1831,1854,2161,1861,1662,1461,1424
"2351_02936",7358,7029,7865,7096,7416,8740,7343,6870,6041,5804
"2351_02937",4605,3539,3850,3566,3734,4539,3311,3380,2947,2850
"2351_02938",1906,1810,2116,2021,2048,2385,1925,1894,1651,1463
"2351_02939",10998,9566,11118,10110,10578,12635,10251,10903,8943,8280
"2351_02940",3367,3293,3641,3560,3676,4058,3517,3372,2880,2558
"2351_02941",13111,10643,11496,10929,11558,12368,9985,9870,8699,8760
"2351_02942",11015,10249,11510,10785,10994,13127,10398,10227,8553,8194
"2351_02943",2287,2038,2335,1973,2050,2546,1959,2127,1703,1776
"2351_02944",3348,2818,2862,2575,2786,3377,2757,2524,2110,1914
"2351_02945",7400,5801,6023,5248,5790,7201,5831,5150,4187,3870
"2351_02946",1434,1155,1296,1258,1309,1476,1142,1196,930,906
"2351_02947",636,420,458,284,301,592,465,417,381,270
"2351_02948",2430,1250,1364,844,863,1711,1339,1449,1147,1041
"2351_02949",253,153,115,74,84,187,141,131,90,66
"2351_02950",319,669,582,358,411,887,722,124,318,274
"2351_02951",375,248,305,243,276,243,186,455,241,235
"2351_02952",448,1867,2001,1513,1372,3015,2331,551,1578,1481
"2351_02953",61,365,454,378,328,561,610,107,388,380
"2351_02954",49,237,258,196,205,410,370,67,221,217
"2351_02955",145,373,404,326,293,508,433,113,251,283
"2351_02956",62,46,66,52,47,90,80,31,67,62
"2351_02957",29,31,46,36,37,59,51,29,45,36
"2351_02958",528,408,445,391,332,614,500,421,363,312
"2351_02959",450,376,392,315,321,448,361,337,277,291
"2351_02960",5,12,4,4,6,12,5,3,8,7
"2351_02961",1932,1656,1791,1706,1613,2171,1958,2327,1764,1549
"2351_02962",896,780,879,860,708,1133,1081,1217,937,792
"2351_02963",5,1,3,2,0,4,5,3,1,4
"2351_02964",496,463,631,506,490,804,631,751,644,543
"2351_02965",20,16,15,23,18,24,24,11,10,19
"2351_02966",243,202,222,149,125,272,198,161,152,171
"2351_02967",532,377,423,364,373,691,585,449,367,339
"2351_02968",1426,843,1003,880,852,1860,1760,1167,871,786
"2351_02969",304,139,197,174,137,364,304,229,203,164
"2351_02970",273,89,138,117,80,385,294,164,177,151
"2351_02971",258,413,517,396,437,463,382,331,356,349
"2351_02972",954,825,940,668,627,1024,769,1216,1138,1019
"2351_02973",495,398,411,377,388,506,423,382,252,285
"2351_02974",55,33,54,42,52,72,43,39,40,30
"2351_02975",270,303,335,311,293,324,357,203,183,114
"2351_02976",1188,1158,1405,1293,1236,1521,1279,916,815,610
"2351_02977",829,695,876,589,500,1057,745,1249,1219,1054
"2351_02978",347,282,334,234,201,449,387,422,341,328
"2351_02979",976,547,563,431,400,794,540,679,528,475
"2351_02980",325,245,269,238,209,317,289,356,337,267
"2351_02981",1,7,8,2,3,5,6,3,6,3
"2351_02982",15189,7497,8851,7153,6751,9171,7378,16530,8143,7715
"2351_02983",871,746,909,778,708,974,741,905,755,674
"2351_02984",276,212,248,201,257,321,215,298,282,212
"2351_02985",68,89,118,108,96,130,113,141,130,108
"2351_02986",264,173,236,138,132,357,227,287,232,141
"2351_02987",150,112,157,97,79,190,114,222,173,143
"2351_02988",103,101,150,120,88,175,129,216,166,116
"2351_02989",233,180,319,235,197,253,253,381,338,279
"2351_02990",49,49,97,75,49,72,69,134,105,65
"2351_02991",45,54,69,79,59,67,60,150,116,84
"2351_02992",26,20,37,33,19,22,35,71,48,44
"2351_02993",65,63,109,89,71,84,81,231,169,123
"2351_02994",99,103,191,183,134,165,141,347,223,247
"2351_02995",155,162,259,213,156,243,191,427,307,258
"2351_02996",440,432,531,446,425,525,458,429,393,346
"2351_02997",2476,2101,2096,2232,2470,3075,3026,4260,3477,2569
"2351_02998",296,314,387,355,328,388,266,409,415,314
"2351_02999",1404,890,1061,876,799,1014,798,1243,891,782
"2351_03000",429,232,217,163,147,280,199,237,218,249
"2351_03001",4217,2929,3324,2959,2875,4180,3177,3106,2260,1909
"2351_03002",957,793,816,815,742,1178,949,969,851,714
"2351_03003",612,687,778,687,697,883,807,828,840,706
"2351_03004",860,916,1251,1120,1042,1412,1108,1429,1293,1071
"2351_03005",150,120,136,117,87,199,148,180,170,107
"2351_03006",604,421,497,403,416,676,489,591,548,436
"2351_03007",67,45,34,17,19,59,30,25,25,30
"2351_03008",318,192,170,130,120,221,174,177,129,127
"2351_03009",19038,17025,21855,14634,14363,22725,17788,26721,24395,21925
"2351_03010",2928,801,953,466,563,1705,870,2904,1980,2187
"2351_03011",3124,2991,2705,2490,2578,2812,2552,2226,1706,1462
"2351_03012",862,782,645,485,508,570,595,498,426,375
"2351_03014",1372,1432,1586,1525,1360,1808,1664,1755,1568,1318
"2351_03015",542,613,767,745,689,839,786,833,739,667
"2351_03016",822,786,1099,810,760,1200,944,1196,1131,890
"2351_03017",960,1035,1248,1074,998,1515,1234,1617,1490,1241
"2351_03018",3656,4154,4777,4267,4279,5416,4902,5005,4066,3497
"2351_03019",41726,34236,41392,24408,22390,53504,39252,60708,53033,43759
"2351_03020",8736,5280,6476,3808,3513,7796,5010,11447,8462,7159
"2351_03021",1048,1560,2415,1559,1339,2425,1875,1843,2833,2191
"2351_03022",311,438,705,486,403,753,528,633,913,754
"2351_03023",321,330,438,384,362,443,435,473,468,427
"2351_03024",1806,1074,1090,949,934,1470,1098,1541,1219,1160
"2351_03025",1899,1575,1867,1449,1275,2753,2325,2935,2893,2210
"2351_03026",3695,2652,3570,2656,2324,4974,3855,5835,5769,4369
"2351_03027",10280,7513,9169,7343,6647,13227,11988,14000,13531,10266
"2351_03028",1599,1834,1965,1544,1604,2361,2274,2277,2118,1825
"2351_03029",123,80,92,81,79,128,96,116,107,74
"2351_03030",503,484,564,506,472,644,622,674,644,533
"2351_03031",497,497,605,505,493,641,555,657,618,521
"2351_03032",918,848,1216,1201,957,1347,1171,1554,1404,1099
"2351_03033",786,895,1144,1161,1027,1316,1133,1374,1368,1130
"2351_03034",2225,2012,2807,2268,2099,2980,2407,3110,3024,2739
"2351_03035",9428,9859,14467,11593,10384,14572,13873,16342,15384,12681
"2351_03036",5128,3287,4478,3283,2960,5774,4378,5219,4347,3504
"2351_03037",990,685,808,580,579,1003,722,866,669,641
"2351_03038",2268,2466,3098,2789,2729,3088,2351,2912,2692,2629
"2351_03039",733,578,610,538,545,800,683,737,571,513
"2351_03040",1024,894,1070,875,926,1174,937,1123,940,797
"2351_03041",9320,8157,9601,7528,7639,10073,7926,8214,7060,6414
"2351_03042",2253,2001,2408,1757,1850,3001,2118,2529,2165,1895
"2351_03043",1677,1380,1686,1269,1110,1936,1618,1631,1503,1298
"2351_03044",7795,9325,12149,9520,8840,11598,11068,12020,11028,8915
"2351_03045",62,85,106,90,90,101,106,88,78,77
"2351_03046",913,742,864,725,696,1103,884,1009,868,757
"2351_03047",351,326,361,334,293,535,341,471,410,388
"2351_03048",769,677,807,615,619,895,770,854,790,649
"2351_03049",2688,1633,2093,1406,1298,2616,1004,2282,1832,1758
"2351_03050",2115,1437,1807,1241,1123,2129,1693,1978,1685,1583
"2351_03051",467,456,655,532,507,709,576,866,749,663
"2351_03052",688,644,757,547,552,878,706,961,864,708
"2351_03053",2255,1852,2694,1784,1649,3086,2425,3296,3201,2674
"2351_03054",6179,6366,7434,6434,5815,8478,8001,8215,6910,5811
"2351_03055",6942,7652,9357,8554,7969,10129,8712,10085,9034,7937
"2351_03056",666,742,969,885,799,1040,915,1118,951,878
"2351_03057",2195,2843,3679,3488,3264,3639,3481,4159,3780,3120
"2351_03058",4961,5792,7082,6194,5753,7166,6692,7363,6848,5792
"2351_03059",5345,5991,7950,6825,6655,8127,7101,7907,7340,6581
"2351_03060",12249,14443,17468,15260,14636,17493,16082,17726,16341,14436
"2351_03061",19086,20668,26031,20629,20201,25933,21937,23611,21910,20057
"2351_03062",28494,32602,44997,42121,39839,43965,39464,44145,41962,37471
"2351_03063",9176,10586,14699,13348,12840,13584,12062,13875,13674,12109
"2351_03064",3124,3624,5101,4822,4425,4403,3928,4640,4656,4266
"2351_03065",185,246,387,383,314,346,331,398,410,320
"2351_03066",6657,8704,12320,12419,11427,10622,10072,10983,10752,9470
"2351_03067",3682,4320,5389,4823,4633,5249,4732,5595,5213,4710
"2351_03068",23545,20723,25492,19736,19505,28774,22089,25879,23375,20677
"2351_03069",4220,5033,6808,7259,6936,6282,5496,5988,6363,5818
"2351_03070",41241,43495,46975,49035,49650,45289,40019,39445,35929,33553
"2351_03071",54699,65321,79350,80962,80106,75001,67801,70733,63103,58193
"2351_03072",10300,9385,10713,8542,8479,11015,8968,12228,10186,9258
"2351_03073",1395,1266,1511,1390,1297,1789,1456,1903,1724,1514
"2351_03074",7727,7010,9416,6890,6611,10168,8633,9332,8674,7024
"2351_03075",15855,7989,8489,6744,6792,12966,9668,10584,8572,7820
"2351_03076",893,708,846,811,824,989,814,963,681,634
"2351_03077",6527,6366,8793,5590,4958,9731,8446,10747,8648,7679
"2351_03078",2079,1813,2159,1617,1604,2235,1718,1971,1861,1746
"2351_03079",4197,3832,4872,4264,4003,5247,4235,5459,4969,4351
"2351_03080",633,765,1052,947,899,1055,967,1093,1148,976
"2351_03081",663,663,821,664,662,804,670,779,605,566
"2351_03082",14837,11619,11942,9630,9603,13999,10257,15035,13012,12426
"2351_03083",3630,2445,3045,1965,1823,4092,2511,3672,3251,2941
"2351_03084",3287,2760,3232,2811,2588,4079,3558,3789,3374,2592
"2351_03085",542,493,631,553,486,585,591,739,624,504
"2351_03086",945,942,1178,832,786,1142,988,1310,1039,889
"2351_03087",1382,1327,1699,1281,1167,1582,1517,1828,1675,1433
"2351_03088",38341,27469,29359,21806,23249,32412,24833,31034,27445,25583
"2351_03089",4041,4014,5977,4217,3965,5698,5125,5887,5226,4480
"2351_03090",1142,1026,1264,1006,866,1362,1204,1558,1389,1184
"2351_03091",548,557,649,530,542,689,578,691,631,501
"2351_03092",14757,9601,11318,8577,8229,15524,10138,14283,12162,11006
"2351_03093",15857,10702,12036,10188,9715,14897,11243,13384,10980,9590
"2351_03094",1324,1283,1686,1426,1290,1733,1521,1482,1321,1138
"2351_03095",3989,4518,5576,5240,4958,5908,5211,5757,5224,4434
"2351_03096",409,433,594,537,500,655,531,591,593,470
"2351_03097",92,78,73,59,52,96,58,45,29,42
"2351_03098",29,40,20,16,18,31,28,17,20,15
"2351_03099",389,255,251,160,152,290,222,176,140,137
"2351_03100",306,144,124,92,96,181,129,114,79,80
"2351_03101",219,116,115,70,83,158,116,110,66,85
"2351_03102",218,126,100,78,82,152,106,82,79,86
"2351_03103",1068,637,636,418,422,760,593,579,521,486
"2351_03104",997,933,1098,1054,946,1455,1320,1433,1398,1100
"2351_03105",1931,1645,2186,1833,1709,2621,2325,2626,2477,1972
"2351_03106",642,488,539,460,459,550,385,534,491,527
"2351_03107",6375,7166,8171,6133,5825,7809,6904,7232,6316,5806
"2351_03108",565,503,637,520,519,669,521,578,598,506
"2351_03109",485,413,558,476,428,580,481,617,540,485
"2351_03110",1014,830,1198,876,791,1193,1027,1354,1294,1098
"2351_03111",1115,1126,1702,1469,1449,1600,1406,1911,2046,1760
"2351_03112",7715,7528,8315,6591,6556,8588,6743,8191,7691,7201
"2351_03113",2814,2912,3589,3103,3067,3411,3086,3514,3140,2817
"2351_03114",2005,2016,3736,2163,1615,3498,3012,5370,5913,4812
"2351_03115",739,655,980,764,599,1143,919,1213,1236,940
"2351_03116",3128,3470,3981,3462,3905,4093,3399,3470,3360,3296
"2351_03117",5132,6298,7080,6450,6880,7120,5762,5689,4722,4450
"2351_03118",3446,4348,4577,4248,4454,4971,4085,3983,3185,2928
"2351_03119",671,450,559,492,479,744,488,535,399,379
"2351_03120",19158,20746,27347,28535,23233,27274,26581,29585,28082,23247
"2351_03121",370,285,364,296,241,423,292,586,487,382
"2351_03122",29317,31959,37067,38036,36798,41087,37091,46273,39113,32479
"2351_03123",13170,13012,15521,17161,17221,18608,17361,24923,21572,17404
"2351_03124",24168,26510,31276,33870,32716,35008,33162,47904,41574,34081
"2351_03125",2688,2927,3177,2614,2765,3507,3284,3330,2636,2384
"2351_03126",1165,985,1340,1001,913,1342,1255,1174,1105,934
"2351_03127",569,507,874,603,488,747,698,965,926,722
"2351_03128",563,432,689,557,489,745,601,763,803,634
"2351_03129",1833,1852,2413,1953,1847,2588,2146,2547,2221,1927
"2351_03130",1106,768,812,728,731,938,698,882,838,748
"2351_03131",25051,16469,16448,13643,13439,19386,14047,10878,9308,9832
"2351_03132",7654,6086,5906,4625,4493,6383,5595,4919,4497,4653
"2351_03133",2515,1357,1321,1037,1065,1925,1254,1263,973,878
"2351_03134",4590,3271,3032,2268,2529,4257,3146,2975,2763,2490
"2351_03135",5,3,3,2,3,3,5,3,1,4
"2351_03136",978,578,538,358,353,736,446,395,347,327
"2351_03137",100,63,59,41,41,84,61,54,53,53
"2351_03138",3273,2461,2782,1665,1616,3539,2595,3136,2961,2500
"2351_03139",9181,5931,5940,4247,4506,7170,5030,6655,5576,5251
"2351_03140",182,179,187,127,149,132,160,111,108,96
"2351_03141",890,1118,1049,771,908,822,1012,691,747,727
"2351_03142",3298,2713,4093,2854,2634,5145,3212,5641,5867,4711
"2351_03143",2140,1674,2013,1532,1348,2358,2078,2066,1775,1422
"2351_03144",8579,7454,8297,6601,6667,8940,6881,7546,7449,7267
"2351_03145",30079,22999,32391,17568,16471,42769,27810,46677,49964,37662
"2351_03146",214,196,237,188,175,242,217,443,307,272
"2351_03147",378,209,263,177,194,331,227,276,222,181
"2351_03148",6875,7479,9368,7789,7472,9947,8462,3829,3182,2878
"2351_03149",1854,953,804,496,457,679,581,743,554,601
"2351_03150",354,473,606,469,455,533,498,525,537,543
"2351_03151",16954,16331,14934,13837,14662,16144,12071,6827,5471,5202
"2351_03152",8262,6103,6149,4926,5252,8289,6213,5023,4346,3889
"2351_03153",7614,7149,7902,6341,6202,8015,6763,8374,7495,6845
"2351_03154",1082,1111,1669,1691,1345,1651,1329,2208,2425,1965
"2351_03155",769,915,1210,1098,1049,1295,1156,1222,1236,1040
"2351_03156",2367,1477,1746,1235,1202,2421,1683,1936,1543,1294
"2351_03157",952,797,1082,789,711,1364,1218,1239,1144,868
"2351_03158",273,219,254,189,174,302,247,231,200,156
"2351_03159",1333,780,744,387,359,1245,797,912,791,598
"2351_03160",2479,2089,2486,1968,1943,3211,2533,3023,2796,2313
"2351_03161",1036,809,1111,733,635,1518,1064,1853,2025,1580
"2351_03162",4002,482,558,460,409,570,540,5233,548,474
"2351_03163",8372,832,1076,766,708,980,846,9876,941,854
"2351_03164",13533,768,875,581,606,894,641,11466,663,647
"2351_03165",3433,7400,7708,6028,5911,11716,6344,2468,7252,7513
"2351_03166",26213,14777,15537,10929,11360,21850,15672,17026,13693,11980
"2351_03167",1835,1613,2036,1976,1749,2119,1792,2617,2315,2116
"2351_03168",579,468,498,411,467,583,457,423,421,379
"2351_03169",2433,2559,3103,2802,2764,3142,2766,3339,3180,2856
"2351_03170",11917,13954,16969,15033,14297,16497,15251,15984,14906,13088
"2351_03171",1492,1538,1921,1813,1736,2143,1791,1929,1820,1529
"2351_03172",1067,769,1010,667,641,1149,940,907,740,620
"2351_03173",8231,8079,10406,7721,7139,9024,7743,6156,5809,4725
"2351_03174",75,56,75,57,71,69,51,79,69,64
"2351_03175",522,774,864,776,820,825,763,708,650,615
"2351_03176",419,505,618,513,515,539,479,562,467,415
"2351_03177",367,505,599,587,550,522,517,504,473,454
"2351_03178",502,651,707,711,684,736,685,672,579,522
"2351_03179",1404,1883,2081,2101,1937,2037,1799,1895,1645,1538
"2351_03180",992,1107,1236,1141,1190,1220,990,1070,879,793
"2351_03181",1227,1516,1976,1844,1764,1688,1569,1505,1299,1155
"2351_03182",2489,4342,4929,4384,4711,4038,3352,2780,2953,2769
"2351_03183",929,2765,2973,1920,2147,3352,2165,804,1820,1403
"2351_03184",3898,4120,5388,4967,4686,5855,4676,5872,5746,4999
"2351_03185",1550,1278,1502,1101,1038,1758,1614,6322,5897,4870
"2351_03186",1709,1430,1827,1538,1388,2123,1842,1986,1841,1607
"2351_03187",734,646,682,616,659,786,738,753,598,515
"2351_03188",349,330,434,398,380,462,397,383,324,252
"2351_03189",12021,6952,8927,5682,5568,9703,7382,14257,10774,9255
"2351_03190",2890,2948,3408,3109,3044,3369,2752,3585,2836,2773
"2351_03191",327,259,335,266,262,345,289,328,243,248
"2351_03192",126,90,128,98,79,122,104,86,85,90
"2351_03193",89,35,48,30,37,57,36,49,32,36
"2351_03194",26498,20490,23500,15540,15390,28415,22758,23798,19958,17659
"2351_03195",5317,4661,5605,4514,4750,6017,5182,5317,4562,4170
"2351_03196",11555,9962,13102,13776,12575,14631,11840,15373,11920,10583
"2351_03197",6983,4830,7563,7018,6306,6552,5655,16809,9341,8390
"2351_03198",812,549,632,462,455,929,694,660,567,497
"2351_03199",1465,838,994,758,775,1252,1063,1317,892,758
"2351_03200",2401,1164,1411,1244,1262,2107,1456,2051,1468,1226
"2351_03201",468,578,706,524,526,552,545,635,616,648
"2351_03202",1541,1189,1498,1103,951,1818,1371,2234,1642,1450
"2351_03203",1236,1160,1388,1252,1092,1507,1251,1351,1050,869
"2351_03204",10520,12305,15066,12724,12925,14990,13523,13618,11768,10601
"2351_03205",7432,5384,8544,6552,5901,9412,8565,9808,7915,6228
"2351_03206",6841,5005,7299,5303,4959,7941,7241,7635,6190,5117
"2351_03207",1292,1013,1063,1050,1008,1319,1191,334,248,292
"2351_03208",341,611,665,536,504,577,626,297,309,300
"2351_03209",105,207,195,165,196,205,213,101,91,102
"2351_03210",9526,4955,5201,4194,4007,8439,5504,5308,3990,3532
"2351_03211",403,199,261,239,231,373,210,494,395,325
"2351_03212",970,760,1055,707,605,1049,844,6282,6283,5019
"2351_03213",164,114,140,135,107,210,140,182,163,143
"2351_03214",1532,1280,1806,1698,1561,1852,1558,2002,1787,1483
"2351_03215",2104,1335,1390,1181,1194,2030,1590,1839,1754,1437
"2351_03216",218,215,279,201,204,283,226,277,257,242
"2351_03217",897,645,883,677,637,1010,830,803,703,688
"2351_03218",1642,913,1094,876,865,1504,1212,1168,1026,975
"2351_03219",491,83,120,81,93,259,258,127,131,96
"2351_03220",2390,329,410,302,292,1396,1114,556,360,375
"2351_03221",2663,104,118,99,85,1107,880,290,162,116
"2351_03222",1370,756,782,734,624,1338,831,1237,849,767
